sym,result,pnl,equity,entry_time,exit_time,month,date,entry_hour,h4_bucket,h4_key
AUDUSD,win,3138775.49842923,317016325.3413522,2025-08-06 00:00:00+00:00,2025-08-06 01:27:00+00:00,2025-08,2025-08-06,0,0,2025-08-06_00
AUDUSD,win,12680653.013654087,329696978.3550063,2025-08-06 01:00:00+00:00,2025-08-06 10:51:00+00:00,2025-08,2025-08-06,1,0,2025-08-06_00
AUDUSD,win,13187879.134200253,342884857.48920655,2025-08-06 02:00:00+00:00,2025-08-06 10:53:00+00:00,2025-08,2025-08-06,2,0,2025-08-06_00
AUDUSD,win,3428848.5748920655,346313706.0640986,2025-08-06 07:00:00+00:00,2025-08-06 14:33:00+00:00,2025-08,2025-08-06,7,4,2025-08-06_04
AUDUSD,win,3463137.060640986,349776843.1247396,2025-08-06 08:00:00+00:00,2025-08-06 14:15:00+00:00,2025-08,2025-08-06,8,8,2025-08-06_08
AUDUSD,win,13991073.724989584,363767916.8497292,2025-08-06 09:00:00+00:00,2025-08-06 10:58:00+00:00,2025-08,2025-08-06,9,8,2025-08-06_08
AUDUSD,loss,-7275358.336994584,356492558.5127346,2025-08-06 11:00:00+00:00,2025-08-06 14:34:00+00:00,2025-08,2025-08-06,11,8,2025-08-06_08
AUDUSD,loss,-7129851.170254692,349362707.3424799,2025-08-06 23:00:00+00:00,2025-08-07 00:09:00+00:00,2025-08,2025-08-06,23,20,2025-08-06_20
AUDUSD,loss,-6987254.146849597,342375453.1956303,2025-08-07 00:00:00+00:00,2025-08-07 00:07:00+00:00,2025-08,2025-08-07,0,0,2025-08-07_00
AUDUSD,win,13695018.127825212,356070471.3234555,2025-08-07 01:00:00+00:00,2025-08-07 01:08:00+00:00,2025-08,2025-08-07,1,0,2025-08-07_00
AUDUSD,win,3560704.713234555,359631176.03669006,2025-08-07 02:00:00+00:00,2025-08-07 14:08:00+00:00,2025-08,2025-08-07,2,0,2025-08-07_00
AUDUSD,win,14385247.041467603,374016423.07815766,2025-08-07 04:00:00+00:00,2025-08-07 08:04:00+00:00,2025-08,2025-08-07,4,4,2025-08-07_04
AUDUSD,win,14960656.923126306,388977080.00128394,2025-08-07 06:00:00+00:00,2025-08-07 08:04:00+00:00,2025-08,2025-08-07,6,4,2025-08-07_04
AUDUSD,win,15559083.200051356,404536163.2013353,2025-08-07 19:00:00+00:00,2025-08-07 19:44:00+00:00,2025-08,2025-08-07,19,16,2025-08-07_16
AUDUSD,loss,-8090723.264026707,396445439.9373086,2025-08-07 20:00:00+00:00,2025-08-12 08:25:00+00:00,2025-08,2025-08-07,20,20,2025-08-07_20
AUDUSD,win,3964454.3993730866,400409894.3366817,2025-08-07 22:00:00+00:00,2025-08-08 00:27:00+00:00,2025-08,2025-08-07,22,20,2025-08-07_20
AUDUSD,win,4004098.943366817,404413993.28004855,2025-08-08 07:00:00+00:00,2025-08-08 08:35:00+00:00,2025-08,2025-08-08,7,4,2025-08-08_04
AUDUSD,loss,-8088279.8656009715,396325713.4144476,2025-08-08 10:00:00+00:00,2025-08-08 12:51:00+00:00,2025-08,2025-08-08,10,8,2025-08-08_08
AUDUSD,loss,-7926514.268288953,388399199.14615864,2025-08-11 04:00:00+00:00,2025-08-11 07:06:00+00:00,2025-08,2025-08-11,4,4,2025-08-11_04
AUDUSD,loss,-7767983.9829231715,380631215.1632355,2025-08-11 06:00:00+00:00,2025-08-11 07:01:00+00:00,2025-08,2025-08-11,6,4,2025-08-11_04
AUDUSD,loss,-7612624.30326471,373018590.85997075,2025-08-12 06:00:00+00:00,2025-08-12 15:04:00+00:00,2025-08,2025-08-12,6,4,2025-08-12_04
AUDUSD,win,14920743.634398831,387939334.4943696,2025-08-12 08:00:00+00:00,2025-08-12 09:43:00+00:00,2025-08,2025-08-12,8,8,2025-08-12_08
AUDUSD,loss,-7758786.689887393,380180547.8044822,2025-08-12 09:00:00+00:00,2025-08-12 12:30:00+00:00,2025-08,2025-08-12,9,8,2025-08-12_08
AUDUSD,loss,-7603610.956089645,372576936.8483926,2025-08-12 18:00:00+00:00,2025-08-13 00:38:00+00:00,2025-08,2025-08-12,18,16,2025-08-12_16
AUDUSD,win,14903077.473935705,387480014.32232827,2025-08-13 05:00:00+00:00,2025-08-13 07:09:00+00:00,2025-08,2025-08-13,5,4,2025-08-13_04
AUDUSD,win,15499200.57289313,402979214.8952214,2025-08-13 06:00:00+00:00,2025-08-13 06:52:00+00:00,2025-08,2025-08-13,6,4,2025-08-13_04
AUDUSD,win,4029792.148952214,407009007.0441736,2025-08-13 07:00:00+00:00,2025-08-13 12:41:00+00:00,2025-08,2025-08-13,7,4,2025-08-13_04
AUDUSD,loss,-8140180.140883473,398868826.90329015,2025-08-13 10:00:00+00:00,2025-08-13 12:39:00+00:00,2025-08,2025-08-13,10,8,2025-08-13_08
AUDUSD,win,15954753.076131606,414823579.97942173,2025-08-13 19:00:00+00:00,2025-08-13 23:34:00+00:00,2025-08,2025-08-13,19,16,2025-08-13_16
AUDUSD,win,16592943.19917687,431416523.1785986,2025-08-13 20:00:00+00:00,2025-08-14 01:30:00+00:00,2025-08,2025-08-13,20,20,2025-08-13_20
AUDUSD,win,17256660.927143943,448673184.1057426,2025-08-13 22:00:00+00:00,2025-08-14 00:02:00+00:00,2025-08,2025-08-13,22,20,2025-08-13_20
AUDUSD,win,17946927.364229705,466620111.46997225,2025-08-13 23:00:00+00:00,2025-08-14 01:30:00+00:00,2025-08,2025-08-13,23,20,2025-08-13_20
AUDUSD,win,18664804.45879889,485284915.92877114,2025-08-14 07:00:00+00:00,2025-08-14 16:13:00+00:00,2025-08,2025-08-14,7,4,2025-08-14_04
AUDUSD,win,29117094.95572627,514402010.8844974,2025-08-14 11:00:00+00:00,2025-08-14 12:30:00+00:00,2025-08,2025-08-14,11,8,2025-08-14_08
AUDUSD,win,20576080.4353799,534978091.3198773,2025-08-14 12:00:00+00:00,2025-08-14 13:23:00+00:00,2025-08,2025-08-14,12,12,2025-08-14_12
AUDUSD,win,5349780.913198773,540327872.2330761,2025-08-15 11:00:00+00:00,2025-08-15 15:43:00+00:00,2025-08,2025-08-15,11,8,2025-08-15_08
AUDUSD,win,21613114.88932304,561940987.1223992,2025-08-15 15:00:00+00:00,2025-08-15 16:46:00+00:00,2025-08,2025-08-15,15,12,2025-08-15_12
AUDUSD,win,5619409.871223993,567560396.9936233,2025-08-15 16:00:00+00:00,2025-08-18 00:08:00+00:00,2025-08,2025-08-15,16,16,2025-08-15_16
AUDUSD,loss,-11351207.939872466,556209189.0537508,2025-08-17 22:00:00+00:00,2025-08-17 22:01:00+00:00,2025-08,2025-08-17,22,20,2025-08-17_20
AUDUSD,win,5562091.890537508,561771280.9442883,2025-08-17 23:00:00+00:00,2025-08-18 02:43:00+00:00,2025-08,2025-08-17,23,20,2025-08-17_20
AUDUSD,win,5617712.809442882,567388993.7537311,2025-08-18 00:00:00+00:00,2025-08-18 02:43:00+00:00,2025-08,2025-08-18,0,0,2025-08-18_00
AUDUSD,win,5673889.9375373125,573062883.6912684,2025-08-18 01:00:00+00:00,2025-08-18 02:24:00+00:00,2025-08,2025-08-18,1,0,2025-08-18_00
AUDUSD,win,22922515.347650737,595985399.0389191,2025-08-18 09:00:00+00:00,2025-08-18 13:07:00+00:00,2025-08,2025-08-18,9,8,2025-08-18_08
AUDUSD,win,23839415.961556762,619824815.0004759,2025-08-18 10:00:00+00:00,2025-08-18 14:32:00+00:00,2025-08,2025-08-18,10,8,2025-08-18_08
AUDUSD,win,24792992.600019034,644617807.6004949,2025-08-18 12:00:00+00:00,2025-08-18 14:40:00+00:00,2025-08,2025-08-18,12,12,2025-08-18_12
AUDUSD,win,25784712.304019794,670402519.9045147,2025-08-18 13:00:00+00:00,2025-08-18 14:47:00+00:00,2025-08,2025-08-18,13,12,2025-08-18_12
AUDUSD,loss,-13408050.398090295,656994469.5064244,2025-08-18 17:00:00+00:00,2025-08-18 21:04:00+00:00,2025-08,2025-08-18,17,16,2025-08-18_16
AUDUSD,loss,-13139889.39012849,643854580.1162959,2025-08-18 18:00:00+00:00,2025-08-18 21:04:00+00:00,2025-08,2025-08-18,18,16,2025-08-18_16
AUDUSD,win,25754183.204651833,669608763.3209478,2025-08-18 23:00:00+00:00,2025-08-19 05:59:00+00:00,2025-08,2025-08-18,23,20,2025-08-18_20
AUDUSD,win,26784350.532837912,696393113.8537856,2025-08-19 00:00:00+00:00,2025-08-19 05:58:00+00:00,2025-08,2025-08-19,0,0,2025-08-19_00
AUDUSD,win,27855724.55415143,724248838.407937,2025-08-19 01:00:00+00:00,2025-08-19 05:52:00+00:00,2025-08,2025-08-19,1,0,2025-08-19_00
AUDUSD,win,7242488.384079371,731491326.7920164,2025-08-19 02:00:00+00:00,2025-08-19 06:46:00+00:00,2025-08,2025-08-19,2,0,2025-08-19_00
AUDUSD,loss,-14629826.535840329,716861500.2561761,2025-08-19 06:00:00+00:00,2025-08-19 07:06:00+00:00,2025-08,2025-08-19,6,4,2025-08-19_04
AUDUSD,win,28674460.010247044,745535960.2664232,2025-08-19 12:00:00+00:00,2025-08-19 13:07:00+00:00,2025-08,2025-08-19,12,12,2025-08-19_12
AUDUSD,win,29821438.41065693,775357398.6770802,2025-08-19 13:00:00+00:00,2025-08-19 19:10:00+00:00,2025-08,2025-08-19,13,12,2025-08-19_12
AUDUSD,win,31014295.94708321,806371694.6241633,2025-08-19 17:00:00+00:00,2025-08-20 08:30:00+00:00,2025-08,2025-08-19,17,16,2025-08-19_16
AUDUSD,win,8063716.946241633,814435411.5704049,2025-08-20 00:00:00+00:00,2025-08-20 01:00:00+00:00,2025-08,2025-08-20,0,0,2025-08-20_00
AUDUSD,win,32577416.462816197,847012828.0332211,2025-08-20 01:00:00+00:00,2025-08-20 02:06:00+00:00,2025-08,2025-08-20,1,0,2025-08-20_00
AUDUSD,win,8470128.280332211,855482956.3135533,2025-08-20 02:00:00+00:00,2025-08-20 05:59:00+00:00,2025-08,2025-08-20,2,0,2025-08-20_00
AUDUSD,loss,-17109659.126271065,838373297.1872823,2025-08-20 11:00:00+00:00,2025-08-20 12:09:00+00:00,2025-08,2025-08-20,11,8,2025-08-20_08
AUDUSD,loss,-16767465.943745647,821605831.2435367,2025-08-20 12:00:00+00:00,2025-08-20 12:09:00+00:00,2025-08,2025-08-20,12,12,2025-08-20_12
AUDUSD,win,8216058.312435368,829821889.5559721,2025-08-20 19:00:00+00:00,2025-08-21 11:00:00+00:00,2025-08,2025-08-20,19,16,2025-08-20_16
AUDUSD,win,8298218.895559722,838120108.4515318,2025-08-20 20:00:00+00:00,2025-08-21 01:39:00+00:00,2025-08,2025-08-20,20,20,2025-08-20_20
AUDUSD,loss,-16762402.169030635,821357706.2825011,2025-08-20 22:00:00+00:00,2025-08-21 00:11:00+00:00,2025-08,2025-08-20,22,20,2025-08-20_20
AUDUSD,win,8213577.062825011,829571283.3453261,2025-08-21 19:00:00+00:00,2025-08-22 07:55:00+00:00,2025-08,2025-08-21,19,16,2025-08-21_16
AUDUSD,loss,-16591425.666906523,812979857.6784196,2025-08-21 22:00:00+00:00,2025-08-21 22:32:00+00:00,2025-08,2025-08-21,22,20,2025-08-21_20
AUDUSD,loss,-16259597.15356839,796720260.5248512,2025-08-22 04:00:00+00:00,2025-08-22 08:51:00+00:00,2025-08,2025-08-22,4,4,2025-08-22_04
AUDUSD,win,7967202.605248512,804687463.1300998,2025-08-22 17:00:00+00:00,2025-08-22 19:02:00+00:00,2025-08,2025-08-22,17,16,2025-08-22_16
AUDUSD,win,8046874.631300999,812734337.7614008,2025-08-25 03:00:00+00:00,2025-08-25 19:05:00+00:00,2025-08,2025-08-25,3,0,2025-08-25_00
AUDUSD,win,8127343.377614009,820861681.1390148,2025-08-25 06:00:00+00:00,2025-08-25 07:55:00+00:00,2025-08,2025-08-25,6,4,2025-08-25_04
AUDUSD,win,8208616.811390148,829070297.950405,2025-08-25 11:00:00+00:00,2025-08-25 13:05:00+00:00,2025-08,2025-08-25,11,8,2025-08-25_08
AUDUSD,win,33162811.918016195,862233109.8684211,2025-08-25 13:00:00+00:00,2025-08-25 14:53:00+00:00,2025-08,2025-08-25,13,12,2025-08-25_12
AUDUSD,loss,-17244662.19736842,844988447.6710527,2025-08-25 14:00:00+00:00,2025-08-25 18:23:00+00:00,2025-08,2025-08-25,14,12,2025-08-25_12
AUDUSD,loss,-16899768.953421053,828088678.7176317,2025-08-26 03:00:00+00:00,2025-08-26 03:05:00+00:00,2025-08,2025-08-26,3,0,2025-08-26_00
AUDUSD,win,8280886.787176318,836369565.5048081,2025-08-26 05:00:00+00:00,2025-08-27 07:28:00+00:00,2025-08,2025-08-26,5,4,2025-08-26_04
AUDUSD,loss,-16727391.310096161,819642174.1947119,2025-08-26 17:00:00+00:00,2025-08-26 21:04:00+00:00,2025-08,2025-08-26,17,16,2025-08-26_16
AUDUSD,loss,-16392843.483894236,803249330.7108177,2025-08-26 18:00:00+00:00,2025-08-26 18:13:00+00:00,2025-08,2025-08-26,18,16,2025-08-26_16
AUDUSD,loss,-16064986.614216356,787184344.0966014,2025-08-26 23:00:00+00:00,2025-08-27 01:20:00+00:00,2025-08,2025-08-26,23,20,2025-08-26_20
AUDUSD,win,7871843.440966014,795056187.5375674,2025-08-27 08:00:00+00:00,2025-08-27 13:54:00+00:00,2025-08,2025-08-27,8,8,2025-08-27_08
AUDUSD,win,7950561.875375673,803006749.412943,2025-08-27 23:00:00+00:00,2025-08-28 05:21:00+00:00,2025-08,2025-08-27,23,20,2025-08-27_20
AUDUSD,win,8030067.4941294305,811036816.9070724,2025-08-28 01:00:00+00:00,2025-08-28 04:00:00+00:00,2025-08,2025-08-28,1,0,2025-08-28_00
AUDUSD,win,32441472.676282894,843478289.5833553,2025-08-28 02:00:00+00:00,2025-08-28 03:13:00+00:00,2025-08,2025-08-28,2,0,2025-08-28_00
AUDUSD,win,33739131.583334215,877217421.1666896,2025-08-28 08:00:00+00:00,2025-08-29 01:42:00+00:00,2025-08,2025-08-28,8,8,2025-08-28_08
AUDUSD,win,8772174.211666897,885989595.3783566,2025-08-28 09:00:00+00:00,2025-08-28 13:41:00+00:00,2025-08,2025-08-28,9,8,2025-08-28_08
AUDUSD,win,8859895.953783566,894849491.3321401,2025-08-28 15:00:00+00:00,2025-08-29 12:05:00+00:00,2025-08,2025-08-28,15,12,2025-08-28_12
AUDUSD,win,35793979.65328561,930643470.9854257,2025-08-28 23:00:00+00:00,2025-08-29 01:06:00+00:00,2025-08,2025-08-28,23,20,2025-08-28_20
AUDUSD,win,9306434.709854258,939949905.69528,2025-08-29 00:00:00+00:00,2025-08-29 01:20:00+00:00,2025-08,2025-08-29,0,0,2025-08-29_00
AUDUSD,loss,-18798998.1139056,921150907.5813744,2025-08-29 01:00:00+00:00,2025-08-29 09:42:00+00:00,2025-08,2025-08-29,1,0,2025-08-29_00
AUDUSD,loss,-18423018.15162749,902727889.4297469,2025-08-29 11:00:00+00:00,2025-08-29 12:05:00+00:00,2025-08,2025-08-29,11,8,2025-08-29_08
AUDUSD,loss,-18054557.788594935,884673331.6411519,2025-08-29 12:00:00+00:00,2025-08-29 12:05:00+00:00,2025-08,2025-08-29,12,12,2025-08-29_12
AUDUSD,win,8846733.31641152,893520064.9575634,2025-08-29 14:00:00+00:00,2025-09-02 04:40:00+00:00,2025-08,2025-08-29,14,12,2025-08-29_12
AUDUSD,loss,-17870401.299151268,875649663.6584121,2025-08-29 18:00:00+00:00,2025-08-29 18:26:00+00:00,2025-08,2025-08-29,18,16,2025-08-29_16
AUDUSD,win,8756496.636584122,884406160.2949963,2025-09-01 05:00:00+00:00,2025-09-01 05:23:00+00:00,2025-09,2025-09-01,5,4,2025-09-01_04
AUDUSD,win,8844061.602949962,893250221.8979462,2025-09-01 06:00:00+00:00,2025-09-01 06:12:00+00:00,2025-09,2025-09-01,6,4,2025-09-01_04
AUDUSD,loss,-17865004.437958926,875385217.4599873,2025-09-01 07:00:00+00:00,2025-09-01 07:09:00+00:00,2025-09,2025-09-01,7,4,2025-09-01_04
AUDUSD,win,35015408.69839949,910400626.1583868,2025-09-03 03:00:00+00:00,2025-09-03 07:20:00+00:00,2025-09,2025-09-03,3,0,2025-09-03_00
AUDUSD,win,9104006.261583868,919504632.4199708,2025-09-03 04:00:00+00:00,2025-09-03 07:47:00+00:00,2025-09,2025-09-03,4,4,2025-09-03_04
AUDUSD,loss,-18390092.648399416,901114539.7715713,2025-09-03 06:00:00+00:00,2025-09-03 07:55:00+00:00,2025-09,2025-09-03,6,4,2025-09-03_04
AUDUSD,loss,-18022290.795431428,883092248.9761399,2025-09-03 15:00:00+00:00,2025-09-04 03:47:00+00:00,2025-09,2025-09-03,15,12,2025-09-03_12
AUDUSD,win,35323689.95904559,918415938.9351854,2025-09-04 04:00:00+00:00,2025-09-04 12:39:00+00:00,2025-09,2025-09-04,4,4,2025-09-04_04
AUDUSD,win,9184159.389351854,927600098.3245373,2025-09-04 07:00:00+00:00,2025-09-04 12:15:00+00:00,2025-09,2025-09-04,7,4,2025-09-04_04
AUDUSD,win,37104003.93298149,964704102.2575188,2025-09-04 08:00:00+00:00,2025-09-04 11:06:00+00:00,2025-09,2025-09-04,8,8,2025-09-04_08
AUDUSD,win,38588164.09030075,1003292266.3478194,2025-09-04 09:00:00+00:00,2025-09-04 09:06:00+00:00,2025-09,2025-09-04,9,8,2025-09-04_08
AUDUSD,win,10032922.663478194,1013325189.0112976,2025-09-04 10:00:00+00:00,2025-09-04 20:42:00+00:00,2025-09,2025-09-04,10,8,2025-09-04_08
AUDUSD,loss,-20266503.78022595,993058685.2310716,2025-09-04 17:00:00+00:00,2025-09-04 18:12:00+00:00,2025-09,2025-09-04,17,16,2025-09-04_16
AUDUSD,loss,-19861173.70462143,973197511.5264502,2025-09-04 18:00:00+00:00,2025-09-04 18:25:00+00:00,2025-09,2025-09-04,18,16,2025-09-04_16
AUDUSD,win,38927900.46105801,1012125411.9875082,2025-09-05 00:00:00+00:00,2025-09-05 08:15:00+00:00,2025-09,2025-09-05,0,0,2025-09-05_00
AUDUSD,win,40485016.47950032,1052610428.4670085,2025-09-05 03:00:00+00:00,2025-09-05 07:57:00+00:00,2025-09,2025-09-05,3,0,2025-09-05_00
AUDUSD,win,10526104.284670085,1063136532.7516786,2025-09-05 04:00:00+00:00,2025-09-05 06:20:00+00:00,2025-09,2025-09-05,4,4,2025-09-05_04
AUDUSD,win,42525461.31006715,1105661994.0617456,2025-09-05 05:00:00+00:00,2025-09-05 05:39:00+00:00,2025-09,2025-09-05,5,4,2025-09-05_04
AUDUSD,win,44226479.76246983,1149888473.8242157,2025-09-05 06:00:00+00:00,2025-09-05 12:30:00+00:00,2025-09,2025-09-05,6,4,2025-09-05_04
AUDUSD,loss,-22997769.47648431,1126890704.3477314,2025-09-05 10:00:00+00:00,2025-09-05 11:53:00+00:00,2025-09,2025-09-05,10,8,2025-09-05_08
AUDUSD,loss,-22537814.086954627,1104352890.2607768,2025-09-05 11:00:00+00:00,2025-09-05 11:49:00+00:00,2025-09,2025-09-05,11,8,2025-09-05_08
AUDUSD,win,44174115.61043107,1148527005.8712077,2025-09-05 13:00:00+00:00,2025-09-15 15:57:00+00:00,2025-09,2025-09-05,13,12,2025-09-05_12
AUDUSD,win,11485270.058712076,1160012275.9299197,2025-09-08 00:00:00+00:00,2025-09-08 04:12:00+00:00,2025-09,2025-09-08,0,0,2025-09-08_00
AUDUSD,win,46400491.037196785,1206412766.9671166,2025-09-08 01:00:00+00:00,2025-09-08 11:32:00+00:00,2025-09,2025-09-08,1,0,2025-09-08_00
AUDUSD,win,48256510.67868466,1254669277.645801,2025-09-08 10:00:00+00:00,2025-09-08 11:35:00+00:00,2025-09,2025-09-08,10,8,2025-09-08_08
AUDUSD,win,12546692.77645801,1267215970.422259,2025-09-08 11:00:00+00:00,2025-09-08 14:00:00+00:00,2025-09,2025-09-08,11,8,2025-09-08_08
AUDUSD,loss,-25344319.408445183,1241871651.013814,2025-09-08 13:00:00+00:00,2025-09-08 14:18:00+00:00,2025-09,2025-09-08,13,12,2025-09-08_12
AUDUSD,loss,-24837433.02027628,1217034217.9935377,2025-09-08 14:00:00+00:00,2025-09-08 14:18:00+00:00,2025-09,2025-09-08,14,12,2025-09-08_12
AUDUSD,win,12170342.179935377,1229204560.1734731,2025-09-08 19:00:00+00:00,2025-09-09 14:03:00+00:00,2025-09,2025-09-08,19,16,2025-09-08_16
AUDUSD,win,49168182.406938925,1278372742.580412,2025-09-08 22:00:00+00:00,2025-09-09 02:08:00+00:00,2025-09,2025-09-08,22,20,2025-09-08_20
AUDUSD,loss,-25567454.85160824,1252805287.7288036,2025-09-09 01:00:00+00:00,2025-09-09 01:15:00+00:00,2025-09,2025-09-09,1,0,2025-09-09_00
AUDUSD,loss,-25056105.754576072,1227749181.9742277,2025-09-09 23:00:00+00:00,2025-09-10 01:27:00+00:00,2025-09,2025-09-09,23,20,2025-09-09_20
AUDUSD,loss,-24554983.63948456,1203194198.334743,2025-09-10 00:00:00+00:00,2025-09-10 01:30:00+00:00,2025-09,2025-09-10,0,0,2025-09-10_00
AUDUSD,loss,-24063883.96669486,1179130314.3680482,2025-09-10 01:00:00+00:00,2025-09-10 01:30:00+00:00,2025-09,2025-09-10,1,0,2025-09-10_00
AUDUSD,win,11791303.143680481,1190921617.5117288,2025-09-10 11:00:00+00:00,2025-09-10 11:36:00+00:00,2025-09,2025-09-10,11,8,2025-09-10_08
AUDUSD,win,11909216.175117288,1202830833.686846,2025-09-10 12:00:00+00:00,2025-09-10 12:53:00+00:00,2025-09,2025-09-10,12,12,2025-09-10_12
AUDUSD,win,12028308.336868461,1214859142.0237145,2025-09-10 13:00:00+00:00,2025-09-10 19:37:00+00:00,2025-09,2025-09-10,13,12,2025-09-10_12
AUDUSD,loss,-24297182.840474293,1190561959.1832402,2025-09-10 23:00:00+00:00,2025-09-11 01:00:00+00:00,2025-09,2025-09-10,23,20,2025-09-10_20
AUDUSD,loss,-23811239.183664802,1166750719.9995754,2025-09-11 02:00:00+00:00,2025-09-11 05:13:00+00:00,2025-09,2025-09-11,2,0,2025-09-11_00
AUDUSD,win,11667507.199995756,1178418227.1995711,2025-09-11 18:00:00+00:00,2025-09-11 21:04:00+00:00,2025-09,2025-09-11,18,16,2025-09-11_16
AUDUSD,loss,-23568364.543991428,1154849862.6555798,2025-09-12 15:00:00+00:00,2025-09-12 15:32:00+00:00,2025-09,2025-09-12,15,12,2025-09-12_12
AUDUSD,win,46193994.5062232,1201043857.1618028,2025-09-12 17:00:00+00:00,2025-09-16 16:13:00+00:00,2025-09,2025-09-12,17,16,2025-09-12_16
AUDUSD,loss,-24020877.143236056,1177022980.0185666,2025-09-12 20:00:00+00:00,2025-09-14 21:04:00+00:00,2025-09,2025-09-12,20,20,2025-09-12_20
AUDUSD,win,47080919.20074266,1224103899.2193093,2025-09-15 00:00:00+00:00,2025-09-15 04:20:00+00:00,2025-09,2025-09-15,0,0,2025-09-15_00
AUDUSD,win,48964155.968772374,1273068055.1880815,2025-09-15 01:00:00+00:00,2025-09-16 00:03:00+00:00,2025-09,2025-09-15,1,0,2025-09-15_00
AUDUSD,loss,-25461361.103761632,1247606694.0843198,2025-09-15 18:00:00+00:00,2025-09-16 02:38:00+00:00,2025-09,2025-09-15,18,16,2025-09-15_16
AUDUSD,loss,-24952133.881686397,1222654560.2026334,2025-09-16 15:00:00+00:00,2025-09-17 16:52:00+00:00,2025-09,2025-09-16,15,12,2025-09-16_12
AUDUSD,win,12226545.602026334,1234881105.8046596,2025-09-16 16:00:00+00:00,2025-09-17 01:33:00+00:00,2025-09,2025-09-16,16,16,2025-09-16_16
AUDUSD,win,49395244.23218639,1284276350.036846,2025-09-17 11:00:00+00:00,2025-09-17 12:36:00+00:00,2025-09,2025-09-17,11,8,2025-09-17_08
AUDUSD,loss,-25685527.000736915,1258590823.036109,2025-09-17 14:00:00+00:00,2025-09-17 14:48:00+00:00,2025-09,2025-09-17,14,12,2025-09-17_12
AUDUSD,win,50343632.92144436,1308934455.9575531,2025-09-17 23:00:00+00:00,2025-09-18 00:10:00+00:00,2025-09,2025-09-17,23,20,2025-09-17_20
AUDUSD,win,13089344.559575532,1322023800.5171287,2025-09-18 00:00:00+00:00,2025-09-18 00:56:00+00:00,2025-09,2025-09-18,0,0,2025-09-18_00
AUDUSD,win,13220238.005171288,1335244038.5223,2025-09-18 02:00:00+00:00,2025-09-18 07:40:00+00:00,2025-09,2025-09-18,2,0,2025-09-18_00
AUDUSD,win,53409761.54089201,1388653800.063192,2025-09-18 03:00:00+00:00,2025-09-18 04:57:00+00:00,2025-09,2025-09-18,3,0,2025-09-18_00
AUDUSD,win,13886538.00063192,1402540338.0638237,2025-09-18 04:00:00+00:00,2025-09-18 07:42:00+00:00,2025-09,2025-09-18,4,4,2025-09-18_04
AUDUSD,win,14025403.380638238,1416565741.4444618,2025-09-18 20:00:00+00:00,2025-09-19 03:15:00+00:00,2025-09,2025-09-18,20,20,2025-09-18_20
AUDUSD,loss,-28331314.82888924,1388234426.6155727,2025-09-18 22:00:00+00:00,2025-09-18 23:47:00+00:00,2025-09,2025-09-18,22,20,2025-09-18_20
AUDUSD,loss,-27764688.532311454,1360469738.0832613,2025-09-18 23:00:00+00:00,2025-09-18 23:47:00+00:00,2025-09,2025-09-18,23,20,2025-09-18_20
AUDUSD,win,13604697.380832613,1374074435.464094,2025-09-19 01:00:00+00:00,2025-09-19 03:15:00+00:00,2025-09,2025-09-19,1,0,2025-09-19_00
AUDUSD,win,54962977.41856377,1429037412.8826578,2025-09-19 11:00:00+00:00,2025-09-22 07:17:00+00:00,2025-09,2025-09-19,11,8,2025-09-19_08
AUDUSD,loss,-28580748.257653154,1400456664.6250045,2025-09-22 14:00:00+00:00,2025-09-22 19:46:00+00:00,2025-09,2025-09-22,14,12,2025-09-22_12
AUDUSD,loss,-28009133.29250009,1372447531.3325045,2025-09-23 05:00:00+00:00,2025-09-23 05:31:00+00:00,2025-09,2025-09-23,5,4,2025-09-23_04
AUDUSD,win,13724475.313325047,1386172006.6458297,2025-09-23 06:00:00+00:00,2025-09-23 06:23:00+00:00,2025-09,2025-09-23,6,4,2025-09-23_04
AUDUSD,loss,-27723440.132916596,1358448566.512913,2025-09-23 16:00:00+00:00,2025-09-24 01:40:00+00:00,2025-09,2025-09-23,16,16,2025-09-23_16
AUDUSD,win,13584485.66512913,1372033052.1780422,2025-09-23 17:00:00+00:00,2025-09-23 22:06:00+00:00,2025-09,2025-09-23,17,16,2025-09-23_16
AUDUSD,loss,-27440661.043560844,1344592391.1344814,2025-09-23 18:00:00+00:00,2025-09-24 01:39:00+00:00,2025-09,2025-09-23,18,16,2025-09-23_16
AUDUSD,loss,-26891847.82268963,1317700543.311792,2025-09-23 23:00:00+00:00,2025-09-24 00:09:00+00:00,2025-09,2025-09-23,23,20,2025-09-23_20
AUDUSD,loss,-26354010.866235837,1291346532.4455562,2025-09-24 00:00:00+00:00,2025-09-24 00:07:00+00:00,2025-09,2025-09-24,0,0,2025-09-24_00
AUDUSD,win,12913465.324455561,1304259997.7700117,2025-09-24 05:00:00+00:00,2025-09-24 06:34:00+00:00,2025-09,2025-09-24,5,4,2025-09-24_04
AUDUSD,win,13042599.977700116,1317302597.747712,2025-09-24 15:00:00+00:00,2025-09-25 00:45:00+00:00,2025-09,2025-09-24,15,12,2025-09-24_12
AUDUSD,loss,-26346051.95495424,1290956545.7927577,2025-09-24 18:00:00+00:00,2025-09-25 00:01:00+00:00,2025-09,2025-09-24,18,16,2025-09-24_16
AUDUSD,win,51638261.83171031,1342594807.6244678,2025-09-25 16:00:00+00:00,2025-09-25 17:22:00+00:00,2025-09,2025-09-25,16,16,2025-09-25_16
