sym,result,pnl,equity,risk_pct,time,month,date
USDCAD,win,9131310.820099376,1835393474.8399746,0.01,2026-03-04 01:00:00+00:00,2026-03,2026-03-04
USDJPY,loss,-18353934.748399746,1817039540.091575,0.01,2026-03-04 02:00:00+00:00,2026-03,2026-03-04
USDJPY,win,9085197.700457875,1826124737.7920327,0.01,2026-03-04 16:00:00+00:00,2026-03,2026-03-04
USDCAD,win,36522494.75584065,1862647232.5478733,0.01,2026-03-04 19:00:00+00:00,2026-03,2026-03-04
USDCAD,loss,-18626472.325478733,1844020760.2223945,0.01,2026-03-04 20:00:00+00:00,2026-03,2026-03-04
AUDUSD,win,9220103.801111972,1853240864.0235064,0.01,2026-03-05 04:00:00+00:00,2026-03,2026-03-05
EURUSD,loss,-18532408.640235063,1834708455.3832715,0.01,2026-03-05 06:00:00+00:00,2026-03,2026-03-05
AUDUSD,win,9173542.276916357,1843881997.6601877,0.01,2026-03-05 06:00:00+00:00,2026-03,2026-03-05
GBPUSD,loss,-18438819.976601876,1825443177.683586,0.01,2026-03-05 06:00:00+00:00,2026-03,2026-03-05
USDJPY,loss,-18254431.77683586,1807188745.90675,0.01,2026-03-05 06:00:00+00:00,2026-03,2026-03-05
USDCAD,loss,-18071887.4590675,1789116858.4476824,0.01,2026-03-05 07:00:00+00:00,2026-03,2026-03-05
AUDUSD,win,35782337.16895365,1824899195.616636,0.01,2026-03-05 13:00:00+00:00,2026-03,2026-03-05
USDJPY,win,9124495.97808318,1834023691.5947192,0.01,2026-03-05 13:00:00+00:00,2026-03,2026-03-05
EURUSD,win,9170118.457973596,1843193810.0526927,0.01,2026-03-05 14:00:00+00:00,2026-03,2026-03-05
AUDUSD,win,9215969.050263463,1852409779.102956,0.01,2026-03-05 14:00:00+00:00,2026-03,2026-03-05
USDCAD,loss,-18524097.79102956,1833885681.3119266,0.01,2026-03-05 16:00:00+00:00,2026-03,2026-03-05
AUDUSD,win,9169428.406559633,1843055109.7184863,0.01,2026-03-05 16:00:00+00:00,2026-03,2026-03-05
NZDUSD,win,9215275.548592431,1852270385.2670786,0.01,2026-03-05 16:00:00+00:00,2026-03,2026-03-05
AUDUSD,loss,-18522703.85267078,1833747681.414408,0.01,2026-03-05 18:00:00+00:00,2026-03,2026-03-05
USDCAD,win,36674953.62828816,1870422635.0426962,0.01,2026-03-05 23:00:00+00:00,2026-03,2026-03-05
USDCAD,win,9352113.175213484,1879774748.2179098,0.01,2026-03-06 00:00:00+00:00,2026-03,2026-03-06
USDCAD,win,9398873.74108955,1889173621.9589994,0.01,2026-03-06 01:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,9445868.109794995,1898619490.0687945,0.01,2026-03-06 01:00:00+00:00,2026-03,2026-03-06
USDCAD,win,9493097.450343972,1908112587.5191386,0.01,2026-03-06 02:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,9540562.937595693,1917653150.4567342,0.01,2026-03-06 02:00:00+00:00,2026-03,2026-03-06
EURUSD,win,9588265.752283672,1927241416.2090178,0.01,2026-03-06 03:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,9636207.08104509,1936877623.290063,0.01,2026-03-06 03:00:00+00:00,2026-03,2026-03-06
USDJPY,win,38737552.46580126,1975615175.7558641,0.01,2026-03-06 03:00:00+00:00,2026-03,2026-03-06
EURUSD,win,39512303.51511728,2015127479.2709816,0.01,2026-03-06 04:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,40302549.58541963,2055430028.8564012,0.01,2026-03-06 04:00:00+00:00,2026-03,2026-03-06
EURUSD,win,10277150.144282006,2065707179.0006833,0.01,2026-03-06 05:00:00+00:00,2026-03,2026-03-06
GBPUSD,loss,-20657071.790006835,2045050107.2106764,0.01,2026-03-06 05:00:00+00:00,2026-03,2026-03-06
USDJPY,win,10225250.536053382,2055275357.7467299,0.01,2026-03-06 05:00:00+00:00,2026-03,2026-03-06
AUDUSD,loss,-20552753.577467304,2034722604.1692626,0.01,2026-03-06 07:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,10173613.020846313,2044896217.190109,0.01,2026-03-06 07:00:00+00:00,2026-03,2026-03-06
NZDUSD,loss,-22608384.916814435,2022287832.2732947,0.01,2026-03-06 07:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,10111439.161366474,2032399271.4346611,0.01,2026-03-06 08:00:00+00:00,2026-03,2026-03-06
EURUSD,win,40647985.42869323,2073047256.8633542,0.01,2026-03-06 09:00:00+00:00,2026-03,2026-03-06
AUDUSD,win,41460945.13726708,2114508202.0006213,0.01,2026-03-06 09:00:00+00:00,2026-03,2026-03-06
NZDUSD,win,41925728.30410156,2156433930.304723,0.01,2026-03-06 09:00:00+00:00,2026-03,2026-03-06
USDCAD,win,10782169.651523614,2167216099.9562464,0.01,2026-03-06 11:00:00+00:00,2026-03,2026-03-06
USDCAD,win,43344321.99912493,2210560421.9553714,0.01,2026-03-06 12:00:00+00:00,2026-03,2026-03-06
AUDUSD,loss,-22105604.219553713,2188454817.7358174,0.01,2026-03-06 12:00:00+00:00,2026-03,2026-03-06
NZDUSD,loss,-22346264.900386214,2166108552.835431,0.01,2026-03-06 12:00:00+00:00,2026-03,2026-03-06
USDCAD,win,10830542.764177157,2176939095.5996084,0.01,2026-03-06 13:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,43538781.91199217,2220477877.511601,0.01,2026-03-06 15:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,11102389.387558006,2231580266.899159,0.01,2026-03-06 19:00:00+00:00,2026-03,2026-03-06
USDJPY,win,44631605.33798318,2276211872.2371426,0.01,2026-03-06 19:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,11381059.361185713,2287592931.598328,0.01,2026-03-06 20:00:00+00:00,2026-03,2026-03-06
USDCAD,win,45751858.63196656,2333344790.230294,0.01,2026-03-06 21:00:00+00:00,2026-03,2026-03-06
GBPUSD,win,11666723.951151472,2345011514.1814456,0.01,2026-03-06 21:00:00+00:00,2026-03,2026-03-06
EURUSD,win,11725057.570907228,2356736571.7523527,0.01,2026-03-08 23:00:00+00:00,2026-03,2026-03-08
GBPUSD,loss,-23567365.717523526,2333169206.034829,0.01,2026-03-08 23:00:00+00:00,2026-03,2026-03-08
USDJPY,win,11665846.030174145,2344835052.0650034,0.01,2026-03-08 23:00:00+00:00,2026-03,2026-03-08
GBPUSD,loss,-23448350.520650033,2321386701.5443535,0.01,2026-03-09 01:00:00+00:00,2026-03,2026-03-09
USDCAD,loss,-23213867.01544353,2298172834.52891,0.01,2026-03-09 06:00:00+00:00,2026-03,2026-03-09
USDJPY,loss,-22981728.345289107,2275191106.183621,0.01,2026-03-09 07:00:00+00:00,2026-03,2026-03-09
USDJPY,loss,-22751911.061836213,2252439195.1217847,0.01,2026-03-09 09:00:00+00:00,2026-03,2026-03-09
AUDUSD,win,11262195.975608924,2263701391.0973935,0.01,2026-03-09 12:00:00+00:00,2026-03,2026-03-09
AUDUSD,win,45274027.82194787,2308975418.919341,0.01,2026-03-09 13:00:00+00:00,2026-03,2026-03-09
GBPUSD,win,11544877.094596704,2320520296.013938,0.01,2026-03-09 13:00:00+00:00,2026-03,2026-03-09
AUDUSD,win,46410405.92027876,2366930701.9342165,0.01,2026-03-09 14:00:00+00:00,2026-03,2026-03-09
GBPUSD,win,47338614.03868434,2414269315.972901,0.01,2026-03-09 14:00:00+00:00,2026-03,2026-03-09
EURUSD,win,48285386.319458015,2462554702.292359,0.01,2026-03-09 19:00:00+00:00,2026-03,2026-03-09
AUDUSD,win,49251094.04584718,2511805796.338206,0.01,2026-03-09 19:00:00+00:00,2026-03,2026-03-09
GBPUSD,win,50236115.926764116,2562041912.26497,0.01,2026-03-09 19:00:00+00:00,2026-03,2026-03-09
EURUSD,win,12810209.561324848,2574852121.826295,0.01,2026-03-09 20:00:00+00:00,2026-03,2026-03-09
GBPUSD,win,12874260.609131474,2587726382.435426,0.01,2026-03-09 20:00:00+00:00,2026-03,2026-03-09
USDJPY,loss,-25877263.82435426,2561849118.611072,0.01,2026-03-09 20:00:00+00:00,2026-03,2026-03-09
USDJPY,loss,-25618491.18611072,2536230627.4249616,0.01,2026-03-10 01:00:00+00:00,2026-03,2026-03-10
USDCAD,win,50724612.548499234,2586955239.973461,0.01,2026-03-10 03:00:00+00:00,2026-03,2026-03-10
USDCAD,win,51739104.79946923,2638694344.77293,0.01,2026-03-10 04:00:00+00:00,2026-03,2026-03-10
USDCAD,win,52773886.8954586,2691468231.668389,0.01,2026-03-10 05:00:00+00:00,2026-03,2026-03-10
AUDUSD,win,53829364.63336778,2745297596.3017564,0.01,2026-03-10 09:00:00+00:00,2026-03,2026-03-10
GBPUSD,loss,-27452975.963017564,2717844620.338739,0.01,2026-03-10 09:00:00+00:00,2026-03,2026-03-10
EURUSD,loss,-27178446.203387395,2690666174.1353517,0.01,2026-03-10 10:00:00+00:00,2026-03,2026-03-10
AUDUSD,win,53813323.48270703,2744479497.618059,0.01,2026-03-10 10:00:00+00:00,2026-03,2026-03-10
GBPUSD,loss,-27444794.97618059,2717034702.6418786,0.01,2026-03-10 10:00:00+00:00,2026-03,2026-03-10
USDJPY,loss,-27170347.026418786,2689864355.61546,0.01,2026-03-10 12:00:00+00:00,2026-03,2026-03-10
EURUSD,loss,-26898643.5561546,2662965712.059305,0.01,2026-03-10 15:00:00+00:00,2026-03,2026-03-10
AUDUSD,win,13314828.560296528,2676280540.6196017,0.01,2026-03-10 15:00:00+00:00,2026-03,2026-03-10
GBPUSD,loss,-26762805.406196017,2649517735.2134056,0.01,2026-03-10 15:00:00+00:00,2026-03,2026-03-10
USDJPY,win,13247588.676067028,2662765323.8894725,0.01,2026-03-10 15:00:00+00:00,2026-03,2026-03-10
EURUSD,loss,-26627653.238894727,2636137670.6505775,0.01,2026-03-10 17:00:00+00:00,2026-03,2026-03-10
AUDUSD,win,13180688.353252888,2649318359.0038304,0.01,2026-03-10 17:00:00+00:00,2026-03,2026-03-10
GBPUSD,loss,-26493183.590038307,2622825175.413792,0.01,2026-03-10 17:00:00+00:00,2026-03,2026-03-10
USDJPY,loss,-26228251.754137922,2596596923.659654,0.01,2026-03-10 17:00:00+00:00,2026-03,2026-03-10
EURUSD,loss,-25965969.236596543,2570630954.4230576,0.01,2026-03-10 18:00:00+00:00,2026-03,2026-03-10
EURUSD,win,12853154.772115286,2583484109.195173,0.01,2026-03-10 22:00:00+00:00,2026-03,2026-03-10
USDCAD,win,51669682.183903456,2635153791.379076,0.01,2026-03-10 23:00:00+00:00,2026-03,2026-03-10
EURUSD,win,52703075.827581525,2687856867.2066574,0.01,2026-03-10 23:00:00+00:00,2026-03,2026-03-10
AUDUSD,win,53757137.344133146,2741614004.550791,0.01,2026-03-10 23:00:00+00:00,2026-03,2026-03-10
GBPUSD,win,54832280.091015816,2796446284.6418066,0.01,2026-03-10 23:00:00+00:00,2026-03,2026-03-10
USDJPY,loss,-27964462.846418068,2768481821.7953887,0.01,2026-03-10 23:00:00+00:00,2026-03,2026-03-10
USDCAD,win,55369636.43590779,2823851458.2312965,0.01,2026-03-11 00:00:00+00:00,2026-03,2026-03-11
EURUSD,win,56477029.164625935,2880328487.395922,0.01,2026-03-11 00:00:00+00:00,2026-03,2026-03-11
AUDUSD,win,57606569.74791844,2937935057.143841,0.01,2026-03-11 00:00:00+00:00,2026-03,2026-03-11
GBPUSD,win,14689675.285719205,2952624732.42956,0.01,2026-03-11 00:00:00+00:00,2026-03,2026-03-11
USDCAD,win,14763123.662147803,2967387856.091708,0.01,2026-03-11 01:00:00+00:00,2026-03,2026-03-11
EURUSD,win,14836939.280458542,2982224795.3721666,0.01,2026-03-11 01:00:00+00:00,2026-03,2026-03-11
AUDUSD,win,59644495.90744334,3041869291.27961,0.01,2026-03-11 01:00:00+00:00,2026-03,2026-03-11
GBPUSD,win,15209346.456398053,3057078637.736008,0.01,2026-03-11 01:00:00+00:00,2026-03,2026-03-11
USDCAD,win,15285393.188680043,3072364030.9246883,0.01,2026-03-11 02:00:00+00:00,2026-03,2026-03-11
USDCAD,win,15361820.154623443,3087725851.079312,0.01,2026-03-11 05:00:00+00:00,2026-03,2026-03-11
EURUSD,win,15438629.25539656,3103164480.334708,0.01,2026-03-11 05:00:00+00:00,2026-03,2026-03-11
USDCAD,win,15515822.401673542,3118680302.7363815,0.01,2026-03-11 06:00:00+00:00,2026-03,2026-03-11
EURUSD,win,15593401.513681907,3134273704.2500634,0.01,2026-03-11 06:00:00+00:00,2026-03,2026-03-11
AUDUSD,loss,-31342737.042500634,3102930967.207563,0.01,2026-03-11 06:00:00+00:00,2026-03,2026-03-11
AUDUSD,win,15514654.836037815,3118445622.0436006,0.01,2026-03-11 11:00:00+00:00,2026-03,2026-03-11
USDJPY,win,62368912.44087201,3180814534.4844728,0.01,2026-03-11 12:00:00+00:00,2026-03,2026-03-11
AUDUSD,loss,-31808145.344844725,3149006389.139628,0.01,2026-03-11 14:00:00+00:00,2026-03,2026-03-11
EURUSD,win,62980127.78279256,3211986516.9224205,0.01,2026-03-11 18:00:00+00:00,2026-03,2026-03-11
USDJPY,win,16059932.584612103,3228046449.5070324,0.01,2026-03-11 18:00:00+00:00,2026-03,2026-03-11
AUDUSD,loss,-32280464.49507032,3195765985.011962,0.01,2026-03-11 19:00:00+00:00,2026-03,2026-03-11
USDJPY,win,15978829.92505981,3211744814.9370217,0.01,2026-03-11 19:00:00+00:00,2026-03,2026-03-11
USDCAD,win,64234896.29874045,3275979711.235762,0.01,2026-03-11 20:00:00+00:00,2026-03,2026-03-11
AUDUSD,loss,-32759797.112357616,3243219914.1234045,0.01,2026-03-11 22:00:00+00:00,2026-03,2026-03-11
USDCAD,win,16216099.570617024,3259436013.6940217,0.01,2026-03-11 23:00:00+00:00,2026-03,2026-03-11
EURUSD,win,65188720.27388044,3324624733.967902,0.01,2026-03-11 23:00:00+00:00,2026-03,2026-03-11
GBPUSD,win,66492494.67935804,3391117228.64726,0.01,2026-03-11 23:00:00+00:00,2026-03,2026-03-11
USDCAD,loss,-33911172.2864726,3357206056.3607874,0.01,2026-03-12 01:00:00+00:00,2026-03,2026-03-12
EURUSD,win,16786030.281803936,3373992086.6425915,0.01,2026-03-12 01:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-33739920.86642592,3340252165.7761655,0.01,2026-03-12 01:00:00+00:00,2026-03,2026-03-12
GBPUSD,win,16701260.828880828,3356953426.6050463,0.01,2026-03-12 02:00:00+00:00,2026-03,2026-03-12
USDCAD,win,67139068.53210093,3424092495.137147,0.01,2026-03-12 03:00:00+00:00,2026-03,2026-03-12
EURUSD,loss,-34240924.95137147,3389851570.1857753,0.01,2026-03-12 03:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-33898515.70185775,3355953054.4839177,0.01,2026-03-12 03:00:00+00:00,2026-03,2026-03-12
USDCAD,loss,-33559530.54483918,3322393523.9390783,0.01,2026-03-12 05:00:00+00:00,2026-03,2026-03-12
EURUSD,loss,-33223935.239390783,3289169588.6996875,0.01,2026-03-12 05:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-32891695.886996873,3256277892.8126907,0.01,2026-03-12 05:00:00+00:00,2026-03,2026-03-12
USDJPY,loss,-32562778.928126913,3223715113.884564,0.01,2026-03-12 05:00:00+00:00,2026-03,2026-03-12
USDCAD,loss,-32237151.138845637,3191477962.7457185,0.01,2026-03-12 06:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-31914779.627457187,3159563183.1182613,0.01,2026-03-12 06:00:00+00:00,2026-03,2026-03-12
USDCAD,win,15797815.915591307,3175360999.0338526,0.01,2026-03-12 07:00:00+00:00,2026-03,2026-03-12
USDCAD,win,15876804.995169263,3191237804.0290217,0.01,2026-03-12 08:00:00+00:00,2026-03,2026-03-12
USDCAD,loss,-31912378.040290218,3159325425.9887314,0.01,2026-03-12 09:00:00+00:00,2026-03,2026-03-12
USDCAD,loss,-31593254.25988731,3127732171.728844,0.01,2026-03-12 10:00:00+00:00,2026-03,2026-03-12
USDCAD,win,62554643.43457689,3190286815.1634207,0.01,2026-03-12 11:00:00+00:00,2026-03,2026-03-12
EURUSD,loss,-31902868.151634205,3158383947.0117865,0.01,2026-03-12 11:00:00+00:00,2026-03,2026-03-12
AUDUSD,loss,-31583839.470117867,3126800107.5416684,0.01,2026-03-12 11:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-31268001.075416684,3095532106.466252,0.01,2026-03-12 11:00:00+00:00,2026-03,2026-03-12
NZDUSD,loss,-32891325.062454786,3062640781.403797,0.01,2026-03-12 11:00:00+00:00,2026-03,2026-03-12
USDCAD,win,61252815.62807594,3123893597.031873,0.01,2026-03-12 12:00:00+00:00,2026-03,2026-03-12
EURUSD,win,62477871.94063747,3186371468.972511,0.01,2026-03-12 12:00:00+00:00,2026-03,2026-03-12
USDCAD,win,63727429.37945023,3250098898.351961,0.01,2026-03-12 14:00:00+00:00,2026-03,2026-03-12
USDCAD,win,16250494.491759807,3266349392.843721,0.01,2026-03-12 15:00:00+00:00,2026-03,2026-03-12
USDCAD,win,65326987.85687442,3331676380.7005954,0.01,2026-03-12 17:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-33316763.807005953,3298359616.8935895,0.01,2026-03-12 17:00:00+00:00,2026-03,2026-03-12
NZDUSD,win,65552285.69663404,3363911902.5902233,0.01,2026-03-12 17:00:00+00:00,2026-03,2026-03-12
GBPUSD,win,16819559.512951117,3380731462.103174,0.01,2026-03-12 18:00:00+00:00,2026-03,2026-03-12
USDJPY,loss,-33807314.621031746,3346924147.4821424,0.01,2026-03-12 18:00:00+00:00,2026-03,2026-03-12
USDCAD,win,66938482.94964286,3413862630.431785,0.01,2026-03-12 19:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-34138626.304317854,3379724004.127467,0.01,2026-03-12 19:00:00+00:00,2026-03,2026-03-12
USDCAD,win,16898620.020637337,3396622624.1481047,0.01,2026-03-12 20:00:00+00:00,2026-03,2026-03-12
AUDUSD,loss,-33966226.24148105,3362656397.906624,0.01,2026-03-12 20:00:00+00:00,2026-03,2026-03-12
NZDUSD,win,16813281.98953312,3379469679.896157,0.01,2026-03-12 20:00:00+00:00,2026-03,2026-03-12
EURUSD,loss,-33794696.798961565,3345674983.097195,0.01,2026-03-12 22:00:00+00:00,2026-03,2026-03-12
AUDUSD,loss,-33456749.830971953,3312218233.2662234,0.01,2026-03-12 22:00:00+00:00,2026-03,2026-03-12
GBPUSD,loss,-33122182.33266224,3279096050.9335613,0.01,2026-03-12 22:00:00+00:00,2026-03,2026-03-12
NZDUSD,loss,-34296119.35238868,3244799931.5811725,0.01,2026-03-12 22:02:00+00:00,2026-03,2026-03-12
XAUUSD,win,56753377.862629615,3301553309.4438024,0.01,2026-03-13 03:00:00+00:00,2026-03,2026-03-13
AUDUSD,win,66031066.18887605,3367584375.632678,0.01,2026-03-13 03:00:00+00:00,2026-03,2026-03-13
USDCAD,win,67351687.51265356,3434936063.1453314,0.01,2026-03-13 05:00:00+00:00,2026-03,2026-03-13
XAUUSD,win,60072422.480328694,3495008485.62566,0.01,2026-03-13 05:00:00+00:00,2026-03,2026-03-13
EURUSD,win,69900169.7125132,3564908655.338173,0.01,2026-03-13 06:00:00+00:00,2026-03,2026-03-13
USDCAD,win,71298173.10676345,3636206828.4449363,0.01,2026-03-13 07:00:00+00:00,2026-03,2026-03-13
GBPUSD,win,72724136.56889872,3708930965.013835,0.01,2026-03-13 07:00:00+00:00,2026-03,2026-03-13
USDJPY,loss,-37089309.65013835,3671841655.3636966,0.01,2026-03-13 08:00:00+00:00,2026-03,2026-03-13
USDCAD,win,18359208.276818484,3690200863.640515,0.01,2026-03-13 10:00:00+00:00,2026-03,2026-03-13
GBPUSD,loss,-36902008.63640515,3653298855.00411,0.01,2026-03-13 10:00:00+00:00,2026-03,2026-03-13
USDCAD,loss,-36532988.5500411,3616765866.4540687,0.01,2026-03-13 18:00:00+00:00,2026-03,2026-03-13
GBPUSD,win,18083829.332270343,3634849695.786339,0.01,2026-03-13 18:00:00+00:00,2026-03,2026-03-13
