time,sym,dir,ep,sl,tp,xp,result,half,pnl,date,week
2026-03-09 08:00:00+00:00,USDCAD,-1.0,1.35519,1.3567163928571428,1.3514090178571427,1.3567163928571428,loss,False,-20131.89194281628,03/09,W11
2026-03-09 09:00:00+00:00,USDJPY,1.0,158.634,158.31789285714288,159.42426785714275,158.31789285714288,loss,False,-20000.0,03/09,W11
2026-03-09 10:00:00+00:00,USDCAD,-1.0,1.35499,1.3584760357142858,1.3463099107142855,1.3584760357142858,loss,False,-20057.536808145946,03/09,W11
2026-03-09 20:00:00+00:00,USDJPY,-1.0,157.862,158.465325,156.35368749999998,158.465325,loss,False,-20000.0,03/09,W11
2026-03-09 20:00:00+00:00,EURUSD,1.0,1.1609,1.1571229642857142,1.1703425892857147,1.1609,win,True,10000.0,03/09,W11
2026-03-10 01:00:00+00:00,USDJPY,-1.0,157.594,158.00336428571427,156.5705892857143,158.00336428571427,loss,False,-20000.0,03/10,W11
2026-03-10 05:00:00+00:00,EURUSD,1.0,1.16118,1.1604362142857143,1.1630394642857147,1.1630394642857147,win,True,35000.0000000015,03/10,W11
2026-03-10 06:00:00+00:00,EURUSD,1.0,1.16204,1.160433,1.1660574999999997,1.1660574999999997,win,True,35000.0,03/10,W11
2026-03-10 09:01:00+00:00,AUDUSD,1.0,0.70972,0.7087843571428571,0.7120591071428573,0.7120591071428573,win,True,35000.0000000006,03/10,W11
2026-03-10 10:00:00+00:00,EURUSD,1.0,1.16516,1.1640594285714285,1.1679114285714287,1.1640594285714285,loss,False,-20000.0,03/10,W11
2026-03-10 10:03:00+00:00,AUDUSD,1.0,0.71092,0.7091181428571429,0.7154246428571427,0.7154246428571427,win,True,35000.0,03/10,W11
2026-03-10 12:00:00+00:00,USDJPY,1.0,157.798,157.61483571428573,158.25591071428568,157.61483571428573,loss,False,-20000.0,03/10,W11
2026-03-10 15:00:00+00:00,USDJPY,-1.0,157.692,157.9497607142857,157.04759821428576,157.692,win,True,10000.0,03/10,W11
2026-03-10 15:00:00+00:00,EURUSD,1.0,1.16482,1.1624296785714285,1.1707958035714285,1.1624296785714285,loss,False,-20000.0,03/10,W11
2026-03-10 15:01:00+00:00,AUDUSD,1.0,0.71467,0.7105203214285715,0.7250441964285714,0.7105203214285715,loss,False,-20000.0,03/10,W11
2026-03-10 17:00:00+00:00,USDJPY,-1.0,157.574,157.80162857142858,157.0049285714286,157.80162857142858,loss,False,-20000.0,03/10,W11
2026-03-10 17:00:00+00:00,EURUSD,1.0,1.16518,1.1636300714285714,1.1690548214285719,1.1636300714285714,loss,False,-19999.999999999996,03/10,W11
2026-03-10 17:01:00+00:00,AUDUSD,1.0,0.71506,0.7134554999999999,0.7190712500000003,0.71506,win,True,9999.999999999998,03/10,W11
2026-03-10 23:00:00+00:00,USDJPY,1.0,158.167,158.02104642857142,158.53188392857146,158.02104642857142,loss,False,-20000.0,03/10,W11
2026-03-10 23:01:00+00:00,AUDUSD,1.0,0.71168,0.7110229642857143,0.7133225892857141,0.7133225892857141,win,True,35000.0,03/10,W11
2026-03-11 00:00:00+00:00,EURUSD,1.0,1.16115,1.160032857142857,1.163942857142857,1.163942857142857,win,True,35000.0,03/11,W11
2026-03-11 00:01:00+00:00,AUDUSD,1.0,0.71229,0.7110236071428572,0.715455982142857,0.715455982142857,win,True,35000.0,03/11,W11
2026-03-11 01:00:00+00:00,EURUSD,1.0,1.1618,1.1602243571428572,1.1657391071428567,1.1618,win,True,10000.0,03/11,W11
2026-03-11 01:01:00+00:00,AUDUSD,1.0,0.71306,0.7112175,0.7176662500000002,0.7176662500000002,win,True,34999.9999999997,03/11,W11
2026-03-11 05:00:00+00:00,EURUSD,1.0,1.16338,1.162315357142857,1.1660416071428577,1.16338,win,True,10000.0,03/11,W11
2026-03-11 06:01:00+00:00,AUDUSD,1.0,0.71744,0.7163908928571429,0.7200627678571427,0.7163908928571429,loss,False,-19999.999999999996,03/11,W11
2026-03-11 11:01:00+00:00,AUDUSD,1.0,0.71636,0.7141180357142858,0.7219649107142856,0.71636,win,True,10000.0,03/11,W11
2026-03-11 12:00:00+00:00,USDJPY,1.0,158.502,158.21982500000001,159.2074375,159.2074375,win,True,34999.99999999999,03/11,W11
2026-03-11 12:00:00+00:00,EURUSD,-1.0,1.15946,1.1614178571428573,1.1545653571428565,1.1545653571428565,win,True,35000.00000000057,03/11,W11
2026-03-11 14:01:00+00:00,AUDUSD,1.0,0.71787,0.7140162499999999,0.7275043750000003,0.7140162499999999,loss,False,-20000.0,03/11,W11
2026-03-11 18:00:00+00:00,USDJPY,1.0,158.846,158.73542857142857,159.1224285714286,158.846,win,True,10000.0,03/11,W11
2026-03-11 19:00:00+00:00,USDJPY,1.0,158.926,158.7860392857143,159.27590178571418,158.926,win,True,10000.0,03/11,W11
2026-03-11 19:04:00+00:00,AUDUSD,1.0,0.71458,0.7133824642857143,0.7175738392857143,0.7133824642857143,loss,False,-20000.0,03/11,W11
2026-03-11 23:00:00+00:00,EURUSD,-1.0,1.15501,1.1577017857142857,1.148280535714286,1.148280535714286,win,True,35000.0,03/11,W11
2026-03-12 03:00:00+00:00,EURUSD,-1.0,1.15389,1.1557846785714285,1.149153303571429,1.1557846785714285,loss,False,-20000.0,03/12,W11
2026-03-12 05:00:00+00:00,USDJPY,1.0,159.126,158.95445714285714,159.55485714285717,158.95445714285714,loss,False,-20000.0,03/12,W11
2026-03-12 05:00:00+00:00,EURUSD,-1.0,1.1533,1.15423275,1.150968125,1.15423275,loss,False,-19999.999999999996,03/12,W11
2026-03-12 11:00:00+00:00,EURUSD,-1.0,1.15578,1.1564990357142857,1.1539824107142858,1.1564990357142857,loss,False,-20000.0,03/12,W11
2026-03-12 11:00:00+00:00,NZDUSD,-1.0,0.59047,0.5911595714285713,0.5889210714285718,0.5911595714285713,loss,False,-21563.547018092624,03/12,W11
2026-03-12 12:00:00+00:00,EURUSD,-1.0,1.15565,1.1568389285714287,1.1526776785714286,1.1526776785714286,win,True,35000.0,03/12,W11
2026-03-12 17:00:00+00:00,NZDUSD,-1.0,0.58585,0.5874899285714286,0.5819251785714286,0.5819251785714286,win,True,34685.520463632376,03/12,W11
2026-03-12 18:00:00+00:00,USDJPY,1.0,159.316,159.08708928571428,159.8882767857143,159.08708928571428,loss,False,-20000.0,03/12,W11
2026-03-12 19:00:00+00:00,GBPUSD,-1.0,1.33425,1.336474142857143,1.3287246428571426,1.336474142857143,loss,False,-20090.328408284993,03/12,W11
2026-03-12 20:00:00+00:00,NZDUSD,-1.0,0.58544,0.5860843928571429,0.5840040178571426,0.5860843928571429,loss,False,-21682.388992368822,03/12,W11
2026-03-12 22:00:00+00:00,EURUSD,-1.0,1.15126,1.1518608214285715,1.1497579464285712,1.1518608214285715,loss,False,-20000.0,03/12,W11
2026-03-12 22:00:00+00:00,GBPUSD,-1.0,1.33469,1.3354828571428572,1.332742857142857,1.3354828571428572,loss,False,-20255.474452556402,03/12,W11
2026-03-12 22:02:00+00:00,NZDUSD,-1.0,0.58496,0.5858814285714286,0.5828314285714287,0.5858814285714286,loss,False,-21147.540983606494,03/12,W11
2026-03-13 03:00:00+00:00,XAUUSD,-1.0,5112.173000000001,5131.828839285715,5063.215401785714,5063.215401785714,win,True,34973.4745836051,03/13,W11
2026-03-13 03:02:00+00:00,AUDUSD,-1.0,0.70768,0.7094523571428571,0.703249107142857,0.703249107142857,win,True,35000.0,03/13,W11
2026-03-13 05:00:00+00:00,USDCAD,1.0,1.3645100000000001,1.3633874642857142,1.3672813392857146,1.3672813392857146,win,True,34910.11524509588,03/13,W11
2026-03-13 05:00:00+00:00,XAUUSD,-1.0,5104.768,5121.131232142858,5064.041919642855,5064.041919642855,win,True,34968.12012756348,03/13,W11
2026-03-13 06:00:00+00:00,EURUSD,-1.0,1.1501,1.1510732142857143,1.147666964285714,1.147666964285714,win,True,34999.999999998865,03/13,W11
2026-03-13 07:00:00+00:00,USDCAD,1.0,1.36531,1.364164857142857,1.368137857142857,1.368137857142857,win,True,34911.905361186466,03/13,W11
2026-03-13 08:00:00+00:00,USDJPY,1.0,159.438,159.28959642857143,159.8090089285714,159.28959642857143,loss,False,-20000.0,03/13,W11
2026-03-13 10:00:00+00:00,GBPUSD,-1.0,1.32622,1.328353142857143,1.320922142857143,1.328353142857143,loss,False,-20094.19997308634,03/13,W11
2026-03-13 10:00:00+00:00,USDCAD,1.0,1.3670200000000001,1.3658611071428572,1.369882232142857,1.3670200000000001,win,True,10000.000000000004,03/13,W11
2026-03-13 12:00:00+00:00,USDCAD,1.0,1.3666200000000002,1.3662509642857144,1.3675075892857145,1.3662509642857144,loss,False,-20557.04764747201,03/13,W11
2026-03-13 18:00:00+00:00,GBPUSD,-1.0,1.32463,1.325673892857143,1.3220552678571427,1.32463,win,True,10000.0,03/13,W11
2026-03-13 18:00:00+00:00,USDCAD,1.0,1.37327,1.3724741428571428,1.3752246428571429,1.3724741428571428,loss,False,-20254.49918196857,03/13,W11
