symbol,entry_time,exit_time,dir,ep,sl,tp,exit_price,result,lot,eff_risk,half_pnl,equity_after,pnl_delta,month
EURJPY,2025-05-12 08:00:00+00:00,2025-05-13 00:39:00+00:00,1,164.26010000000002,163.7615357142857,165.49916071428575,164.26010000000002,BE,236878.2236592486,0.02,58800.78905513008,5938879.694568139,58800.789055130444,2025-05
AUDUSD,2025-05-12 10:00:00+00:00,2025-05-12 14:26:00+00:00,-1,0.640749,0.6417858214285714,0.6381604464285715,0.6381604464285715,TP,558476.2177883715,0.02,43386.122529952445,4490421.796133746,151809.54313850123,2025-05
US30,2025-05-12 10:00:00+00:00,2025-05-12 10:01:00+00:00,1,41709.9,41636.0225,41884.09375000001,41884.09375000001,TP,9.647794374869358,0.02,51285.86593536191,5305916.3705756115,177329.7770394208,2025-05
EURGBP,2025-05-12 15:00:00+00:00,2025-05-14 09:44:00+00:00,-1,0.84168,0.8432287500000001,0.8379831249999997,0.8432287500000001,SL,435968.50843261083,0.02,0.0,4039455.954363791,-85246.13662612997,2025-05
US30,2025-05-12 20:00:00+00:00,2025-05-14 18:03:00+00:00,1,42291.55,42078.89214285715,42812.69464285714,42078.89214285715,SL,3.374333429320083,0.02,0.0,5198279.593120906,-107636.77745470591,2025-05
AUDUSD,2025-05-13 02:00:00+00:00,2025-05-13 03:57:00+00:00,1,0.6371410000000001,0.6359735000000001,0.64005625,0.64005625,TP,502990.43366300804,0.02,44005.37556509088,4554518.646704382,153981.09019529447,2025-05
AUDUSD,2025-05-13 06:00:00+00:00,2025-05-13 06:52:00+00:00,-1,0.640879,0.6418312142857143,0.6385019642857142,0.6418312142857143,SL,638414.6685075129,0.02,0.0,4463332.511570016,-91186.13513436634,2025-05
AUDUSD,2025-05-13 08:00:00+00:00,2025-05-13 12:30:00+00:00,-1,0.640849,0.6421242142857143,0.6376644642857143,0.6421242142857143,SL,467041.539413498,0.02,0.0,4373995.805107702,-89336.70646231435,2025-05
EURJPY,2025-05-13 15:00:00+00:00,2025-05-14 03:30:00+00:00,1,165.0141,164.5794535714286,166.09336607142853,164.5794535714286,SL,284035.3775333507,0.02,0.0,6019469.444566389,-123454.96243280731,2025-05
EURJPY,2025-05-14 09:00:00+00:00,2025-05-14 16:41:00+00:00,-1,164.36589999999998,164.87696428571428,163.09558928571428,164.36589999999998,BE,231727.51840717383,0.02,58970.515443225515,5956022.059765777,58970.51544322539,2025-05
