time,dir,ep,sl,tp,risk,tf,entry_time,half_closed,exit_time,exit_price,pnl,type
2025-01-05 23:59:00+00:00,1,157.32600000000002,157.32600000000002,158.17018750000005,0.3376750000000186,4h,2025-01-05 23:59:00+00:00,True,2025-01-06 11:00:00+00:00,157.32600000000002,0.0,SL
2025-01-06 18:59:00+00:00,1,157.511,157.36736785714285,157.87008035714285,0.1436321428571432,1h,2025-01-06 18:59:00+00:00,False,2025-01-06 21:00:00+00:00,157.65463214285714,14.36321428571432,HALF_TP
2025-01-06 18:59:00+00:00,1,157.511,157.511,157.87008035714285,0.1436321428571432,1h,2025-01-06 18:59:00+00:00,True,2025-01-06 22:00:00+00:00,157.511,0.0,SL
2025-01-06 23:59:00+00:00,1,157.62400000000002,157.19790714285713,158.68923214285724,0.4260928571428906,4h,2025-01-06 23:59:00+00:00,False,2025-01-07 00:00:00+00:00,158.05009285714291,42.60928571428906,HALF_TP
2025-01-06 23:59:00+00:00,1,157.62400000000002,157.62400000000002,158.68923214285724,0.4260928571428906,4h,2025-01-06 23:59:00+00:00,True,2025-01-07 07:00:00+00:00,157.62400000000002,0.0,SL
2025-01-07 09:59:00+00:00,1,157.43300000000002,157.31043214285714,157.73941964285723,0.12256785714288299,1h,2025-01-07 09:59:00+00:00,False,2025-01-07 10:00:00+00:00,157.5555678571429,12.256785714288299,HALF_TP
2025-01-07 09:59:00+00:00,1,157.43300000000002,157.43300000000002,157.73941964285723,0.12256785714288299,1h,2025-01-07 09:59:00+00:00,True,2025-01-07 10:00:00+00:00,157.73941964285723,30.641964285720746,TP
2025-01-07 11:59:00+00:00,1,157.747,157.26375,158.95512500000007,0.4832500000000266,4h,2025-01-07 11:59:00+00:00,False,2025-01-07 15:00:00+00:00,158.23025000000004,48.32500000000266,HALF_TP
2025-01-07 11:59:00+00:00,1,157.747,157.747,158.95512500000007,0.4832500000000266,4h,2025-01-07 11:59:00+00:00,True,2025-01-07 16:00:00+00:00,157.747,0.0,SL
2025-01-07 18:59:00+00:00,1,157.692,157.5405392857143,158.0706517857143,0.15146071428571872,1h,2025-01-07 18:59:00+00:00,False,2025-01-07 19:00:00+00:00,157.84346071428573,15.146071428571872,HALF_TP
2025-01-07 18:59:00+00:00,1,157.692,157.692,158.0706517857143,0.15146071428571872,1h,2025-01-07 18:59:00+00:00,True,2025-01-07 21:00:00+00:00,158.0706517857143,37.86517857142826,TP
2025-01-07 23:59:00+00:00,1,158.031,157.4963,159.36775000000006,0.534700000000015,4h,2025-01-07 23:59:00+00:00,False,2025-02-03 00:00:00+00:00,157.4963,-53.470000000001505,SL
2025-02-03 02:59:00+00:00,-1,155.701,155.92987857142856,155.1288035714286,0.2288785714285666,1h,2025-02-03 02:59:00+00:00,False,2025-02-03 05:00:00+00:00,155.47212142857143,22.88785714285666,HALF_TP
2025-02-03 02:59:00+00:00,-1,155.701,155.701,155.1288035714286,0.2288785714285666,1h,2025-02-03 02:59:00+00:00,True,2025-02-03 05:00:00+00:00,155.701,-0.0,SL
