entry_time,exit_time,dir,pnl,result,exit_type,month
2025-08-22 03:00:00+00:00,2025-08-22 06:56:00+00:00,1,42.22312499999248,win,HALF+TP,2025-08
2025-08-22 07:00:00+00:00,2025-08-22 09:43:00+00:00,1,-24.44892857142804,loss,SL,2025-08
2025-08-22 11:00:00+00:00,2025-08-22 17:00:00+00:00,1,-22.078035714287125,loss,SL,2025-08
2025-08-22 20:00:00+00:00,2025-08-22 22:11:00+00:00,-1,-23.57285714285524,loss,SL,2025-08
2025-08-24 22:00:00+00:00,2025-08-25 00:59:00+00:00,-1,11.06428571428637,win,HALF+SL,2025-08
2025-08-25 01:00:00+00:00,2025-08-25 01:35:00+00:00,-1,-9.092321428568084,loss,SL,2025-08
2025-08-25 08:00:00+00:00,2025-08-25 18:40:00+00:00,-1,-36.93589285714438,loss,SL,2025-08
2025-08-25 20:00:00+00:00,2025-08-26 03:03:00+00:00,1,37.52714285714376,win,HALF+SL,2025-08
2025-08-26 08:00:00+00:00,2025-08-28 14:01:00+00:00,1,-86.81607142856933,loss,SL,2025-08
2025-08-28 17:00:00+00:00,2025-08-29 04:27:00+00:00,-1,16.446071428575237,win,HALF+SL,2025-08
2025-08-29 08:00:00+00:00,2025-08-29 09:31:00+00:00,-1,-16.2301785714277,loss,SL,2025-08
2025-08-29 11:00:00+00:00,2025-08-29 13:54:00+00:00,-1,-22.267678571429883,loss,SL,2025-08
2025-08-29 17:00:00+00:00,2025-08-29 23:51:00+00:00,-1,32.690357142860194,win,HALF+SL,2025-08
2025-08-31 23:00:00+00:00,2025-09-01 01:05:00+00:00,-1,5.001607142858688,win,HALF+SL,2025-08
2025-09-01 02:00:00+00:00,2025-09-01 05:19:00+00:00,1,15.500357142860821,win,HALF+SL,2025-09
2025-09-01 09:00:00+00:00,2025-09-01 10:12:00+00:00,-1,-17.157678571425095,loss,SL,2025-09
2025-09-01 13:00:00+00:00,2025-09-02 02:19:00+00:00,1,18.29214285714329,win,HALF+SL,2025-09
2025-09-02 04:00:00+00:00,2025-09-02 10:11:00+00:00,1,109.2593749999935,win,HALF+TP,2025-09
2025-09-02 11:00:00+00:00,2025-09-04 04:35:00+00:00,1,-78.30964285714117,loss,SL,2025-09
2025-09-04 08:00:00+00:00,2025-09-05 03:52:00+00:00,1,51.561785714289954,win,HALF+SL,2025-09
2025-09-05 06:00:00+00:00,2025-09-05 15:07:00+00:00,1,-12.827142857142348,loss,SL,2025-09
2025-09-05 16:00:00+00:00,2025-09-07 22:08:00+00:00,-1,-104.642321428571,loss,SL,2025-09
2025-09-08 02:00:00+00:00,2025-09-08 09:51:00+00:00,1,-55.83071428571316,loss,SL,2025-09
2025-09-08 10:00:00+00:00,2025-09-09 09:00:00+00:00,-1,137.30749999999432,win,HALF+TP,2025-09
2025-09-09 12:00:00+00:00,2025-09-10 04:08:00+00:00,-1,-87.52696428571483,loss,SL,2025-09
2025-09-10 12:00:00+00:00,2025-09-10 15:30:00+00:00,1,-31.9598214285719,loss,SL,2025-09
2025-09-10 17:00:00+00:00,2025-09-11 09:01:00+00:00,-1,-34.18607142857013,loss,SL,2025-09
2025-09-11 12:00:00+00:00,2025-09-11 17:05:00+00:00,1,-59.49035714285742,loss,SL,2025-09
2025-09-11 22:00:00+00:00,2025-09-12 04:40:00+00:00,-1,-17.092142857143244,loss,SL,2025-09
2025-09-12 07:00:00+00:00,2025-09-12 08:33:00+00:00,1,6.272500000000036,win,HALF+SL,2025-09
2025-09-12 10:00:00+00:00,2025-09-12 10:18:00+00:00,1,-10.574285714281473,loss,SL,2025-09
2025-09-12 12:00:00+00:00,2025-09-16 05:19:00+00:00,1,-73.60732142857103,loss,SL,2025-09
2025-09-16 08:00:00+00:00,2025-09-17 21:08:00+00:00,-1,197.9400000000055,win,HALF+TP,2025-09
2025-09-18 03:00:00+00:00,2025-09-18 06:00:00+00:00,1,14.638214285716344,win,HALF+SL,2025-09
2025-09-18 07:00:00+00:00,2025-09-18 10:46:00+00:00,1,23.345357142858347,win,HALF+SL,2025-09
2025-09-18 12:00:00+00:00,2025-09-19 06:48:00+00:00,1,43.015357142857624,win,HALF+SL,2025-09
2025-09-19 10:00:00+00:00,2025-09-22 11:32:00+00:00,1,46.00857142857251,win,HALF+SL,2025-09
2025-09-22 13:00:00+00:00,2025-09-22 14:51:00+00:00,1,-10.465535714286034,loss,SL,2025-09
2025-09-22 16:00:00+00:00,2025-09-22 18:01:00+00:00,1,11.61303571428789,win,HALF+SL,2025-09
2025-09-22 22:00:00+00:00,2025-09-23 00:17:00+00:00,1,8.635714285716745,win,HALF+SL,2025-09
2025-09-23 06:00:00+00:00,2025-09-23 11:50:00+00:00,1,-21.70517857142329,loss,SL,2025-09
2025-09-23 13:00:00+00:00,2025-09-23 18:54:00+00:00,1,43.19687500000384,win,HALF+TP,2025-09
2025-09-23 20:00:00+00:00,2025-09-24 03:35:00+00:00,-1,17.46750000000077,win,HALF+SL,2025-09
2025-09-24 04:00:00+00:00,2025-09-24 15:49:00+00:00,1,123.91875000000141,win,HALF+TP,2025-09
2025-09-24 16:00:00+00:00,2025-09-25 16:53:00+00:00,1,108.043750000013,win,HALF+TP,2025-09
2025-09-25 22:00:00+00:00,2025-09-26 03:56:00+00:00,1,-19.118035714285497,loss,SL,2025-09
2025-09-26 05:00:00+00:00,2025-09-26 15:37:00+00:00,1,-22.43446428571474,loss,SL,2025-09
2025-09-26 19:00:00+00:00,2025-09-29 02:20:00+00:00,1,-12.124999999997499,loss,SL,2025-09
2025-09-29 04:00:00+00:00,2025-09-30 11:07:00+00:00,-1,173.28500000000133,win,HALF+TP,2025-09
2025-09-30 15:00:00+00:00,2025-09-30 17:00:00+00:00,-1,14.352857142856124,win,HALF+SL,2025-09
2025-09-30 18:00:00+00:00,2025-10-01 03:04:00+00:00,-1,-41.37357142857354,loss,SL,2025-09
