entry_time,exit_time,result,pnl,equity,tf,dir,pair
2026-02-16 13:00:00+00:00,2026-02-17 01:03:00+00:00,TP,35351.799248603245,5850579.5379166,1h,-1,GBPUSD
2026-02-16 14:00:00+00:00,2026-02-17 15:34:00+00:00,TP,35422.48614935414,4864757.95375376,4h,-1,EURUSD
2026-02-16 15:00:00+00:00,2026-02-17 13:18:00+00:00,TP,35272.56897093668,5289256.265311381,1h,-1,AUDUSD
2026-02-17 05:00:00+00:00,2026-02-17 06:01:00+00:00,SL,9901.82845461299,5860481.3663712125,1h,-1,GBPUSD
2026-02-17 05:00:00+00:00,2026-02-17 08:45:00+00:00,SL,10000.0,4874757.95375376,1h,-1,EURUSD
2026-02-17 05:00:00+00:00,2026-02-17 07:00:00+00:00,TP,32605.333035517342,4947267.23536961,1h,1,EURGBP
2026-02-17 06:00:00+00:00,2026-02-17 06:27:00+00:00,SL,-20590.568223159433,5839890.798148053,1h,-1,GBPUSD
2026-02-17 06:00:00+00:00,2026-02-17 07:00:00+00:00,TP,34293.13583328865,4981560.371202898,1h,1,EURGBP
2026-02-17 06:00:00+00:00,2026-02-17 15:28:00+00:00,TP,35395.531300799514,4910153.48505456,4h,-1,EURUSD
2026-02-17 06:00:00+00:00,2026-02-17 07:30:00+00:00,SL,-20474.98896365059,7556826.14264972,4h,-1,USDCHF
2026-02-17 08:00:00+00:00,2026-02-27 00:00:00+00:00,BE,9950.824504069082,4991511.195706967,4h,1,EURGBP
2026-02-17 10:00:00+00:00,2026-02-17 11:45:00+00:00,TP,35142.18911811713,7591968.3317678375,4h,1,USDCHF
2026-02-17 10:00:00+00:00,2026-02-17 15:28:00+00:00,TP,35353.50588491665,5875244.304032969,4h,-1,GBPUSD
2026-02-17 11:00:00+00:00,2026-02-17 13:45:00+00:00,TP,35219.695876284604,7627188.027644122,1h,1,USDCHF
2026-02-17 13:00:00+00:00,2026-02-17 16:11:00+00:00,SL,9978.381184676695,5299234.6464960575,1h,-1,AUDUSD
2026-02-17 14:00:00+00:00,2026-02-17 18:33:00+00:00,SL,-20432.73961529099,5278801.906880766,4h,-1,AUDUSD
2026-02-17 14:00:00+00:00,2026-02-17 18:51:00+00:00,SL,-20378.927114089503,4889774.55794047,4h,-1,EURUSD
2026-02-17 14:00:00+00:00,2026-02-17 17:00:00+00:00,SL,9985.226223453357,7637173.253867575,4h,1,USDCHF
2026-02-18 05:00:00+00:00,2026-02-18 09:06:00+00:00,SL,-20676.879133362603,5258125.027747404,1h,-1,AUDUSD
2026-02-18 07:00:00+00:00,2026-02-18 07:12:00+00:00,SL,-20903.307803153057,5237221.719944251,1h,1,AUDUSD
2026-02-18 08:00:00+00:00,2026-02-18 18:21:00+00:00,TP,35605.862057525796,4925380.419997996,1h,-1,EURUSD
2026-02-18 08:00:00+00:00,2026-02-18 12:30:00+00:00,SL,-20606.858437324234,7616566.395430251,1h,1,USDCHF
