entry_time,direction,entry_price,sl,status,exit_time,exit_price,pnl
2026-01-21 19:05:00,LONG,1.59215,1.56203,CLOSED,2026-01-21 23:05:00,1.5827,-94.49999999999959
2026-01-21 20:53:00,LONG,1.59336,1.56329,CLOSED,2026-01-22 00:53:00,1.58206,-113.00000000000088
2026-01-21 21:12:00,LONG,1.59369,1.5635,CLOSED,2026-01-22 01:12:00,1.58291,-107.80000000000013
2026-01-22 00:02:00,LONG,1.5945,1.56381,CLOSED,2026-01-22 04:02:00,1.58563,-88.69999999999933
2026-01-22 00:40:00,LONG,1.59299,1.56274,CLOSED,2026-01-22 04:40:00,1.58665,-63.40000000000012
2026-01-22 02:32:00,LONG,1.5943,1.56382,CLOSED,2026-01-22 06:32:00,1.58796,-63.40000000000012
2026-01-22 03:25:00,LONG,1.59435,1.56428,CLOSED,2026-01-22 07:25:00,1.58835,-60.00000000000006
2026-01-22 03:40:00,LONG,1.59423,1.5640399999999999,CLOSED,2026-01-22 07:40:00,1.58781,-64.20000000000093
2026-01-22 05:18:00,LONG,1.59646,1.56627,CLOSED,2026-01-22 09:18:00,1.58737,-90.90000000000043
2026-01-22 05:51:00,LONG,1.59671,1.5666499999999999,CLOSED,2026-01-22 09:51:00,1.58651,-101.99999999999987
2026-01-22 07:40:00,LONG,1.59781,1.56756,CLOSED,2026-01-22 11:40:00,1.58629,-115.19999999999975
2026-01-22 09:27:00,LONG,1.59633,1.5662,CLOSED,2026-01-22 13:27:00,1.58709,-92.40000000000137
2026-01-22 09:44:00,LONG,1.59643,1.56608,CLOSED,2026-01-22 13:44:00,1.58668,-97.49999999999926
2026-01-22 10:17:00,LONG,1.59739,1.56722,CLOSED,2026-01-22 14:17:00,1.58737,-100.2000000000014
2026-01-22 11:28:00,LONG,1.59661,1.56647,CLOSED,2026-01-22 15:28:00,1.58384,-127.7000000000017
2026-01-22 11:50:00,LONG,1.59585,1.56532,CLOSED,2026-01-22 15:50:00,1.58407,-117.79999999999902
2026-01-22 12:07:00,LONG,1.59568,1.56541,CLOSED,2026-01-22 16:07:00,1.58413,-115.49999999999949
2026-01-22 13:36:00,LONG,1.59691,1.56623,CLOSED,2026-01-22 17:36:00,1.58299,-139.20000000000155
2026-01-22 14:32:00,LONG,1.5961,1.56536,CLOSED,2026-01-22 18:32:00,1.58325,-128.50000000000028
2026-01-22 14:52:00,LONG,1.59586,1.56557,CLOSED,2026-01-22 18:52:00,1.58299,-128.70000000000158
2026-01-22 16:20:00,LONG,1.59286,1.56263,CLOSED,2026-01-22 20:20:00,1.58407,-87.89999999999853
2026-01-22 17:18:00,LONG,1.5928,1.56234,CLOSED,2026-01-22 21:18:00,1.58417,-86.29999999999916
2026-01-22 18:48:00,LONG,1.59288,1.56281,CLOSED,2026-01-22 22:48:00,1.58394,-89.4000000000017
2026-01-22 20:23:00,LONG,1.59401,1.56382,CLOSED,2026-01-23 00:23:00,1.58471,-92.99999999999864
2026-01-22 22:05:00,LONG,1.59348,1.56335,CLOSED,2026-01-23 02:05:00,1.58659,-68.90000000000063
2026-01-23 00:54:00,LONG,1.5954,1.5646,CLOSED,2026-01-23 04:54:00,1.58554,-98.5999999999998
2026-01-23 01:17:00,LONG,1.59514,1.56483,CLOSED,2026-01-23 05:17:00,1.58497,-101.70000000000013
