trade_id,entry_time,direction,entry_price,tp,sl,exit_time,exit_price,pnl,exit_reason,pnl_pips
13,2026-02-08 22:06:00,LONG,1.56925,1.5845714285714287,1.5661857142857143,2026-02-08 22:21:00,1.57127,9.999999999955357e-06,Partial Close (Time Decay),0.0009999999999955357
14,2026-02-08 22:55:00,LONG,1.57402,1.5933807142857144,1.570147857142857,2026-02-08 23:10:00,1.57601,-1.0000000000063777e-05,Full Close (Time Decay),-0.0010000000000063777
13,2026-02-08 22:06:00,LONG,1.56925,1.5845714285714287,1.5661857142857143,2026-02-08 23:31:00,1.5745571428571428,0.0016535714285713663,SL,0.16535714285713662
15,2026-02-08 23:32:00,LONG,1.57388,1.5992835714285716,1.5687992857142856,2026-02-08 23:47:00,1.57371,-0.0021700000000000035,Full Close (Time Decay),-0.21700000000000036
16,2026-02-08 23:49:00,LONG,1.57176,1.6007314285714282,1.5659657142857144,2026-02-09 00:04:00,1.56996,-0.003800000000000024,Full Close (Time Decay),-0.3800000000000024
17,2026-02-11 01:51:00,SHORT,1.54056,1.5243707142857146,1.543797857142857,2026-02-11 02:06:00,1.53915,-0.0005900000000000887,Full Close (Time Decay),-0.05900000000000887
18,2026-02-11 05:01:00,SHORT,1.53355,1.513846428571428,1.5374907142857144,2026-02-11 05:16:00,1.53243,-0.0008799999999999902,Full Close (Time Decay),-0.08799999999999901
19,2026-02-11 10:40:00,SHORT,1.53331,1.5119349999999998,1.537585,2026-02-11 10:55:00,1.53254,-0.0012300000000000626,Full Close (Time Decay),-0.12300000000000626
20,2026-02-11 12:22:00,SHORT,1.53608,1.5186585714285719,1.5395642857142855,2026-02-11 12:37:00,1.5362,-0.00212000000000012,Full Close (Time Decay),-0.212000000000012
21,2026-02-11 12:33:00,SHORT,1.53618,1.5202371428571435,1.5393685714285714,2026-02-11 12:48:00,1.53551,-0.0013299999999998296,Full Close (Time Decay),-0.13299999999998297
22,2026-02-12 00:37:00,SHORT,1.53352,1.511630714285714,1.5378978571428572,2026-02-12 00:52:00,1.5318,-0.00028000000000005625,Full Close (Time Decay),-0.028000000000005625
23,2026-02-12 07:52:00,SHORT,1.53107,1.4959914285714282,1.5380857142857143,2026-02-12 08:07:00,1.52876,0.0001550000000000171,Partial Close (Time Decay),0.01550000000000171
23,2026-02-12 07:52:00,SHORT,1.53107,1.4959914285714282,1.5380857142857143,2026-02-12 10:17:00,1.53107,-0.001,SL,-0.1
24,2026-02-12 14:05:00,SHORT,1.53325,1.5074178571428571,1.5384164285714286,2026-02-12 14:20:00,1.53078,0.0002349999999999861,Partial Close (Time Decay),0.02349999999999861
25,2026-02-12 15:34:00,SHORT,1.53045,1.5007499999999998,1.5363900000000001,2026-02-12 15:49:00,1.52705,0.0007000000000000348,Partial Close (Time Decay),0.07000000000000348
24,2026-02-12 14:05:00,SHORT,1.53325,1.5074178571428571,1.5384164285714286,2026-02-12 16:37:00,1.5270742857142858,0.0020878571428570867,SL,0.20878571428570866
25,2026-02-12 15:34:00,SHORT,1.53045,1.5007499999999998,1.5363900000000001,2026-02-12 16:37:00,1.52759,0.00043000000000004233,SL,0.04300000000000423
26,2026-02-12 23:53:00,SHORT,1.5283,1.5126892857142857,1.5314221428571428,2026-02-13 00:08:00,1.52895,-0.0026500000000000395,Full Close (Time Decay),-0.26500000000000395
27,2026-02-13 00:02:00,SHORT,1.52878,1.5121514285714281,1.5321057142857144,2026-02-13 00:17:00,1.52924,-0.002459999999999905,Full Close (Time Decay),-0.2459999999999905
28,2026-02-13 00:49:00,SHORT,1.52865,1.5099000000000005,1.5324,2026-02-13 01:04:00,1.53017,-0.003519999999999966,Full Close (Time Decay),-0.3519999999999966
29,2026-02-13 13:21:00,SHORT,1.53324,1.517382857142857,1.5364114285714285,2026-02-13 13:36:00,1.53089,0.00017499999999992608,Partial Close (Time Decay),0.01749999999999261
29,2026-02-13 13:21:00,SHORT,1.53324,1.517382857142857,1.5364114285714285,2026-02-13 13:44:00,1.5320442857142857,-0.00040214285714290556,SL,-0.04021428571429055
30,2026-02-13 15:10:00,SHORT,1.53103,1.5055407142857147,1.536127857142857,2026-02-13 15:25:00,1.53034,-0.0013100000000001426,Full Close (Time Decay),-0.13100000000001427
31,2026-02-13 15:30:00,SHORT,1.53095,1.504689285714286,1.5362021428571428,2026-02-13 15:45:00,1.52953,-0.0005800000000000232,Full Close (Time Decay),-0.05800000000000232
32,2026-02-17 06:15:00,SHORT,1.52916,1.5121242857142854,1.532567142857143,2026-02-17 06:30:00,1.52896,-0.001800000000000022,Full Close (Time Decay),-0.1800000000000022
33,2026-02-17 06:32:00,SHORT,1.52922,1.5121521428571427,1.5326335714285715,2026-02-17 06:47:00,1.52863,-0.0014099999999999096,Full Close (Time Decay),-0.14099999999999097
34,2026-02-20 07:33:00,LONG,1.54965,1.565614285714286,1.5464571428571428,2026-02-20 07:48:00,1.55135,-0.0002999999999999652,Full Close (Time Decay),-0.029999999999996523
35,2026-02-20 08:31:00,LONG,1.55314,1.575661428571428,1.5486357142857143,2026-02-20 08:46:00,1.55547,0.0001649999999999716,Partial Close (Time Decay),0.01649999999999716
35,2026-02-20 08:31:00,LONG,1.55314,1.575661428571428,1.5486357142857143,2026-02-20 10:06:00,1.553427142857143,-0.0008564285714285349,SL,-0.0856428571428535
36,2026-02-20 13:30:00,LONG,1.55188,1.5692157142857133,1.5484128571428573,2026-02-20 13:45:00,1.55337,-0.0005100000000000087,Full Close (Time Decay),-0.05100000000000087
37,2026-02-23 09:05:00,LONG,1.54674,1.5648685714285717,1.5431142857142857,2026-02-23 09:20:00,1.54735,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
38,2026-02-24 02:01:00,LONG,1.54942,1.5663485714285716,1.5460342857142857,2026-02-24 02:16:00,1.55046,-0.0009600000000000702,Full Close (Time Decay),-0.09600000000000701
39,2026-02-24 07:33:00,LONG,1.55912,1.5844807142857138,1.5540478571428573,2026-02-24 07:48:00,1.56001,-0.0011100000000001647,Full Close (Time Decay),-0.11100000000001646
40,2026-02-24 08:00:00,LONG,1.56004,1.587907857142857,1.5544664285714287,2026-02-24 08:15:00,1.56122,-0.0008200000000000412,Full Close (Time Decay),-0.08200000000000411
41,2026-02-24 08:16:00,LONG,1.5607,1.5907749999999994,1.554685,2026-02-24 08:31:00,1.56107,-0.0016300000000000186,Full Close (Time Decay),-0.16300000000000187
42,2026-02-24 10:34:00,LONG,1.55787,1.5835628571428573,1.5527314285714287,2026-02-24 10:49:00,1.55828,-0.0015899999999999786,Full Close (Time Decay),-0.15899999999999787
43,2026-02-24 13:07:00,LONG,1.55776,1.5738635714285718,1.5545392857142857,2026-02-24 13:22:00,1.55944,-0.00032000000000009625,Full Close (Time Decay),-0.032000000000009625
44,2026-02-24 14:00:00,LONG,1.56028,1.5774335714285708,1.5568492857142857,2026-02-24 14:15:00,1.56129,-0.0009899999999998226,Full Close (Time Decay),-0.09899999999998225
45,2026-02-24 14:34:00,LONG,1.55972,1.577398571428571,1.5561842857142858,2026-02-24 14:49:00,1.56067,-0.0010499999999999936,Full Close (Time Decay),-0.10499999999999936
46,2026-02-24 15:32:00,LONG,1.5588,1.5792749999999987,1.5547050000000002,2026-02-24 15:47:00,1.55861,-0.0021899999999999125,Full Close (Time Decay),-0.21899999999999126
47,2026-02-24 15:47:00,LONG,1.55861,1.5799635714285707,1.554339285714286,2026-02-24 16:02:00,1.55844,-0.0021700000000000035,Full Close (Time Decay),-0.21700000000000036
48,2026-02-24 16:47:00,LONG,1.55627,1.5770878571428564,1.5521064285714288,2026-02-24 17:02:00,1.55647,-0.001800000000000022,Full Close (Time Decay),-0.1800000000000022
49,2026-02-25 01:35:00,LONG,1.55679,1.5721435714285712,1.5537192857142856,2026-02-25 01:50:00,1.55813,-0.0006599999999998812,Full Close (Time Decay),-0.06599999999998811
50,2026-02-25 03:08:00,LONG,1.55484,1.582182857142857,1.5493714285714286,2026-02-25 03:23:00,1.55909,0.0011250000000000435,Partial Close (Time Decay),0.11250000000000435
50,2026-02-25 03:08:00,LONG,1.55484,1.582182857142857,1.5493714285714286,2026-02-25 05:55:00,1.5567742857142857,-3.285714285716692e-05,SL,-0.003285714285716692
51,2026-02-25 09:33:00,LONG,1.56379,1.588229285714285,1.558902142857143,2026-02-25 09:48:00,1.56465,-0.0011399999999999171,Full Close (Time Decay),-0.1139999999999917
52,2026-02-27 08:06:00,LONG,1.5599,1.5752428571428572,1.5568314285714286,2026-02-27 08:21:00,1.56016,-0.001740000000000073,Full Close (Time Decay),-0.17400000000000732
53,2026-02-27 16:31:00,LONG,1.56024,1.5816364285714286,1.5559607142857144,2026-02-27 16:46:00,1.56085,-0.0013900000000000006,Full Close (Time Decay),-0.13900000000000007
