entry_time,exit_time,direction,tf,entry_price,exit_price,sl_dist,tp_dist,pnl,type,half_done
2024-09-04 04:00:00+00:00,2024-09-04 04:01:00+00:00,short,1h,145.267,145.422529066773,15.552906677300498,38.882266693251246,-15.552906677300498,SL,False
2024-09-04 05:00:00+00:00,2024-09-04 07:00:00+00:00,short,1h,145.205,144.81568702199183,15.572519120327092,38.931297800817724,27.25190846057241,HALF_TP,True
2024-09-04 10:00:00+00:00,2024-09-04 12:00:00+00:00,short,1h,145.06400000000002,145.06400000000002,14.589516570950137,36.47379142737534,7.294758285475068,SL_AFTER_HALF,True
2024-09-04 11:00:00+00:00,2024-09-04 12:00:00+00:00,short,1h,145.031,145.031,14.589516570950137,36.47379142737534,7.294758285475068,SL_AFTER_HALF,True
2024-09-05 04:00:00+00:00,2024-09-05 05:00:00+00:00,short,1h,143.726,143.35710572702078,14.75577091916856,36.889427297921394,25.822599108544978,HALF_TP,True
2024-09-05 05:00:00+00:00,2024-09-05 06:00:00+00:00,short,1h,143.53300000000002,143.15955829675136,14.937668129946116,37.34417032486529,26.140919227405703,HALF_TP,True
2024-09-05 06:00:00+00:00,2024-09-05 07:00:00+00:00,short,1h,143.357,143.357,14.937668129946116,37.34417032486529,7.468834064973058,SL_AFTER_HALF,True
2024-10-02 00:00:00+00:00,2024-10-02 00:01:00+00:00,short,1h,143.68300000000002,143.81848645712623,13.548645712620042,33.87161428155011,-13.548645712620042,SL,False
2024-10-02 05:00:00+00:00,2024-10-02 05:01:00+00:00,short,1h,143.687,143.82077249446368,13.377249446367992,33.44312361591998,-13.377249446367992,SL,False
2024-10-02 06:00:00+00:00,2024-10-02 06:01:00+00:00,short,1h,143.67000000000002,143.8037724944637,13.377249446367992,33.44312361591998,-13.377249446367992,SL,False
2024-10-02 10:00:00+00:00,2024-10-02 10:01:00+00:00,short,1h,144.219,144.36010949520184,14.11094952018564,35.2773738004641,-14.11094952018564,SL,False
2024-10-02 12:00:00+00:00,2024-10-02 12:01:00+00:00,short,1h,144.643,144.78410949520185,14.11094952018564,35.2773738004641,-14.11094952018564,SL,False
2024-10-03 07:00:00+00:00,2024-10-03 07:01:00+00:00,long,1h,146.754,146.60238037201384,15.161962798615061,37.904906996537655,-15.161962798615061,SL,False
2024-10-03 09:00:00+00:00,2024-10-03 11:00:00+00:00,long,1h,146.784,146.784,14.740367758799783,36.85091939699946,7.3701838793998915,SL_AFTER_HALF,True
2024-10-03 13:00:00+00:00,2024-10-03 13:01:00+00:00,long,1h,146.81099999999998,146.66431681275705,14.668318724293092,36.67079681073273,-14.668318724293092,SL,False
2024-10-03 15:00:00+00:00,2024-10-03 15:01:00+00:00,long,1h,146.804,146.65731681275707,14.668318724293092,36.67079681073273,-14.668318724293092,SL,False
2024-10-03 16:00:00+00:00,2024-10-03 16:01:00+00:00,long,1h,146.864,146.71731681275708,14.668318724293092,36.67079681073273,-14.668318724293092,SL,False
2024-10-03 19:00:00+00:00,2024-10-03 19:01:00+00:00,long,1h,146.906,146.76943457105614,13.65654289438738,34.14135723596845,-13.65654289438738,SL,False
2024-10-04 07:00:00+00:00,2024-10-04 08:00:00+00:00,long,1h,146.26,146.334,11.991106589324248,29.97776647331062,9.695553294662737,EXPIRE_HALF,True
2024-10-04 08:00:00+00:00,2024-10-04 12:00:00+00:00,long,1h,146.34,146.63977766473312,11.991106589324248,29.97776647331062,20.984436531317435,HALF_TP,True
2024-10-07 03:00:00+00:00,2024-10-07 03:01:00+00:00,long,1h,148.623,148.49633764185432,12.666235814567676,31.665589536419187,-12.666235814567676,SL,False
2024-10-07 05:00:00+00:00,2024-10-07 05:01:00+00:00,long,1h,148.57899999999998,148.45674595627372,12.225404372625366,30.563510931563414,-12.225404372625366,SL,False
2024-10-07 09:00:00+00:00,2024-10-07 09:01:00+00:00,long,1h,148.35299999999998,148.23040649543722,12.259350456275305,30.64837614068826,-12.259350456275305,SL,False
2024-10-07 10:00:00+00:00,2024-10-07 11:00:00+00:00,long,1h,148.385,148.385,12.259350456275305,30.64837614068826,6.1296752281376525,SL_AFTER_HALF,True
2024-10-07 11:00:00+00:00,2024-10-07 11:01:00+00:00,long,1h,148.673,148.55040649543724,12.259350456275305,30.64837614068826,-12.259350456275305,SL,False
2024-11-04 13:00:00+00:00,2024-11-04 14:00:00+00:00,long,1h,151.846,151.846,17.903322033200787,44.75830508300197,8.951661016600394,SL_AFTER_HALF,True
2024-11-04 14:00:00+00:00,2024-11-04 14:01:00+00:00,long,1h,151.87,151.690966779668,17.903322033200787,44.75830508300197,-17.903322033200787,SL,False
2024-11-04 16:00:00+00:00,2024-11-04 20:00:00+00:00,long,1h,152.029,152.145,17.903322033200787,44.75830508300197,11.600000000001387,EXPIRE,False
2024-11-04 17:00:00+00:00,2024-11-04 17:01:00+00:00,long,1h,152.057,151.89359787571226,16.340212428774013,40.85053107193503,-16.340212428774013,SL,False
2024-11-05 04:00:00+00:00,2024-11-05 06:00:00+00:00,long,1h,152.42399999999998,152.42399999999998,13.810737335390266,34.526843338475665,6.905368667695133,SL_AFTER_HALF,True
2024-11-05 11:00:00+00:00,2024-11-05 11:01:00+00:00,long,1h,152.289,152.16808023956972,12.091976043026476,30.22994010756619,-12.091976043026476,SL,False
2024-11-05 13:00:00+00:00,2024-11-05 13:01:00+00:00,long,1h,152.32999999999998,152.20997620762708,12.002379237289606,30.005948093224017,-12.002379237289606,SL,False
2024-11-05 16:00:00+00:00,2024-11-05 16:01:00+00:00,long,1h,152.082,151.9619762076271,12.002379237289606,30.005948093224017,-12.002379237289606,SL,False
2024-11-05 21:00:00+00:00,2024-11-05 22:00:00+00:00,long,1h,151.566,151.44427901817326,12.172098182675311,30.430245456688276,-12.172098182675311,SL,False
2024-11-05 22:00:00+00:00,2024-11-05 22:01:00+00:00,long,1h,151.66299999999998,151.54127901817324,12.172098182675311,30.430245456688276,-12.172098182675311,SL,False
2024-11-06 01:00:00+00:00,2024-11-06 01:01:00+00:00,long,1h,152.95499999999998,152.76772181575012,18.72781842498529,46.819546062463225,-18.72781842498529,SL,False
2024-11-07 01:00:00+00:00,2024-11-07 01:01:00+00:00,long,1h,154.619,154.4740928445067,14.4907155493298,36.2267888733245,-14.4907155493298,SL,False
2024-11-07 08:00:00+00:00,2024-11-07 08:01:00+00:00,long,1h,154.04,153.89481379857247,14.51862014275253,36.296550356881326,-14.51862014275253,SL,False
2024-12-03 00:00:00+00:00,2024-12-03 00:01:00+00:00,long,1h,149.558,149.8895034364263,13.260137457052167,33.15034364263042,23.205240549841292,HALF_TP,True
2024-12-03 12:00:00+00:00,2024-12-03 13:00:00+00:00,short,1h,149.684,149.1859342074582,19.922631701672096,49.80657925418024,34.86460547792617,HALF_TP,True
2024-12-03 13:00:00+00:00,2024-12-03 13:01:00+00:00,short,1h,149.637,149.12320964646378,20.551614141449225,51.37903535362307,35.965324747536144,HALF_TP,True
2024-12-03 23:00:00+00:00,2024-12-04 00:00:00+00:00,short,1h,149.538,149.71357790177356,17.557790177355166,43.89447544338792,-17.557790177355166,SL,False
2024-12-04 03:00:00+00:00,2024-12-04 03:01:00+00:00,short,1h,149.733,149.90002084820375,16.702084820374445,41.755212050936116,-16.702084820374445,SL,False
2024-12-04 07:00:00+00:00,2024-12-04 07:01:00+00:00,short,1h,149.969,150.12921806844324,16.021806844324555,40.05451711081138,-16.021806844324555,SL,False
2024-12-04 14:00:00+00:00,2024-12-04 15:00:00+00:00,short,1h,151.032,150.6240171825899,16.31931269640377,40.798281741009426,28.558797218706598,HALF_TP,True
2024-12-04 15:00:00+00:00,2024-12-04 15:01:00+00:00,short,1h,150.806,150.3980171825899,16.31931269640377,40.798281741009426,28.558797218706598,HALF_TP,True
2024-12-04 16:00:00+00:00,2024-12-04 19:00:00+00:00,short,1h,150.352,150.352,16.31931269640377,40.798281741009426,8.159656348201885,SL_AFTER_HALF,True
2024-12-05 03:00:00+00:00,2024-12-05 04:00:00+00:00,short,1h,150.294,150.385,13.972696294518258,34.931740736295644,-9.099999999997976,EXPIRE,False
2024-12-05 11:00:00+00:00,2024-12-05 11:01:00+00:00,short,1h,150.068,150.20918336327884,14.118336327882638,35.2958408197066,-14.118336327882638,SL,False
2024-12-05 15:00:00+00:00,2024-12-05 16:00:00+00:00,short,1h,150.447,150.1042360462292,13.71055815083169,34.27639537707922,23.993476763955453,HALF_TP,True
2024-12-05 16:00:00+00:00,2024-12-05 18:00:00+00:00,short,1h,150.21,150.21,13.71055815083169,34.27639537707922,6.855279075415845,SL_AFTER_HALF,True
2024-12-06 02:00:00+00:00,2024-12-06 04:00:00+00:00,short,1h,149.99800000000002,149.979,11.831305557741468,29.578263894353668,6.865652778871007,EXPIRE_HALF,True
2024-12-06 06:00:00+00:00,2024-12-06 06:01:00+00:00,short,1h,149.892,150.00528464816708,11.328464816709326,28.321162041773313,-11.328464816709326,SL,False
2024-12-06 07:00:00+00:00,2024-12-06 07:01:00+00:00,short,1h,149.818,149.9312846481671,11.328464816709326,28.321162041773313,-11.328464816709326,SL,False
2025-01-03 11:00:00+00:00,2025-01-03 12:00:00+00:00,long,1h,157.411,157.1813197148385,22.968028516148838,57.420071290372086,-22.968028516148838,SL,False
2025-01-03 14:00:00+00:00,2025-01-03 16:00:00+00:00,long,1h,157.221,157.202,21.16429138066227,52.91072845165567,9.632145690330862,EXPIRE_HALF,True
2025-01-03 16:00:00+00:00,2025-01-03 16:01:00+00:00,long,1h,157.42999999999998,157.21835708619335,21.16429138066227,52.91072845165567,-21.16429138066227,SL,False
2025-01-03 20:00:00+00:00,2025-01-05 20:00:00+00:00,long,1h,157.242,157.149,19.755719196573974,49.38929799143493,-9.299999999998931,EXPIRE,False
2025-01-03 21:00:00+00:00,2025-01-03 21:01:00+00:00,long,1h,157.373,157.19498376696302,17.801623303697433,44.504058259243585,-17.801623303697433,SL,False
2025-01-05 23:00:00+00:00,2025-01-06 00:00:00+00:00,long,1h,157.364,157.7760351715801,16.48140686320447,41.203517158011174,28.84246201060782,HALF_TP,True
2025-01-06 10:00:00+00:00,2025-01-06 11:00:00+00:00,long,1h,157.777,157.63483570110085,14.216429889914114,35.54107472478529,-14.216429889914114,SL,False
2025-01-06 11:00:00+00:00,2025-01-06 11:01:00+00:00,long,1h,157.946,157.80383570110087,14.216429889914114,35.54107472478529,-14.216429889914114,SL,False
2025-01-06 15:00:00+00:00,2025-01-06 16:00:00+00:00,long,1h,157.325,157.544,16.099572571258904,40.24893142814726,18.999786285630577,EXPIRE_HALF,True
2025-01-07 10:00:00+00:00,2025-01-07 12:00:00+00:00,long,1h,157.644,157.74,13.460284153021194,33.65071038255299,11.530142076510778,EXPIRE_HALF,True
2025-01-07 11:00:00+00:00,2025-01-07 11:01:00+00:00,long,1h,157.785,157.6503971584698,13.460284153021194,33.65071038255299,-13.460284153021194,SL,False
2025-01-07 13:00:00+00:00,2025-01-07 13:01:00+00:00,long,1h,157.778,157.6376108706738,14.038912932618405,35.09728233154601,-14.038912932618405,SL,False
2025-01-07 15:00:00+00:00,2025-01-07 15:01:00+00:00,long,1h,157.862,158.21297282331545,14.038912932618405,35.09728233154601,24.568097632082207,HALF_TP,True
2025-01-07 19:00:00+00:00,2025-01-07 20:00:00+00:00,long,1h,157.881,157.74708942125065,13.391057874935958,33.47764468733989,-13.391057874935958,SL,False
2025-01-07 21:00:00+00:00,2025-01-07 23:00:00+00:00,long,1h,157.905,158.22920625395696,12.968250158277817,32.42062539569454,22.69443777698618,HALF_TP,True
2025-01-08 08:00:00+00:00,2025-01-08 11:00:00+00:00,long,1h,158.15,158.43512380852766,11.404952341106462,28.512380852766157,19.95866659693631,HALF_TP,True
2025-01-08 09:00:00+00:00,2025-01-08 09:01:00+00:00,long,1h,158.287,158.1748237463771,11.217625362292267,28.044063405730668,-11.217625362292267,SL,False
2025-01-08 11:00:00+00:00,2025-02-03 00:00:00+00:00,long,1h,158.364,158.364,11.217625362292267,28.044063405730668,5.608812681146134,SL_AFTER_HALF,True
2025-02-03 21:00:00+00:00,2025-02-03 21:01:00+00:00,short,1h,154.675,154.8374049775823,16.240497758230195,40.60124439557549,-16.240497758230195,SL,False
2025-02-04 02:00:00+00:00,2025-02-04 02:01:00+00:00,short,1h,155.06900000000002,155.21935098057133,15.035098057132798,37.587745142832,-15.035098057132798,SL,False
2025-02-04 06:00:00+00:00,2025-02-04 06:01:00+00:00,short,1h,155.20700000000002,155.3524508498285,14.545084982848458,36.36271245712114,-14.545084982848458,SL,False
2025-02-04 07:00:00+00:00,2025-02-04 07:01:00+00:00,short,1h,155.17700000000002,155.3224508498285,14.545084982848458,36.36271245712114,-14.545084982848458,SL,False
2025-02-04 09:00:00+00:00,2025-02-04 09:01:00+00:00,short,1h,155.20600000000002,155.3446174031847,13.861740318468598,34.6543507961715,-13.861740318468598,SL,False
2025-02-04 11:00:00+00:00,2025-02-04 12:00:00+00:00,short,1h,155.215,155.3536174031847,13.861740318468598,34.6543507961715,-13.861740318468598,SL,False
2025-02-04 13:00:00+00:00,2025-02-04 13:01:00+00:00,short,1h,155.241,155.3844684160934,14.346841609339453,35.86710402334863,-14.346841609339453,SL,False
2025-02-04 14:00:00+00:00,2025-02-04 15:00:00+00:00,short,1h,155.216,154.85732895976653,14.346841609339453,35.86710402334863,25.10697281634404,HALF_TP,True
2025-02-04 15:00:00+00:00,2025-02-04 15:01:00+00:00,short,1h,154.98000000000002,154.62132895976654,14.346841609339453,35.86710402334863,25.10697281634404,HALF_TP,True
2025-02-05 15:00:00+00:00,2025-02-05 15:01:00+00:00,short,1h,152.733,152.34596758825452,15.481296469819178,38.70324117454794,27.09226882218356,HALF_TP,True
