"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","受渡通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","金利・価格調整額（くりっく株365）","配当金調整額（くりっく株365）","売建単価（くりっく365/くりっく株365）","買建単価（くりっく365/くりっく株365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益（円貨）","実現損益（外貨）","実現損益（円換算額）","受渡金額（円貨）","受渡金額（外貨）","備考"
"2025/12/16 23:03:31","CFD決済","2025/12/16","1205","金スポット","","","","","","","売","","日本円","","","","5","4318.09","154.610","0","0","4337.82","0","0","","","","","","","","","","","","-475","0","","","","","","","","","-15252","-98.65","-15727","","","-15727","",""
"2025/12/17 11:56:39","入金","2025/12/17","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","CFD口座奨励金"
"2025/12/17 13:22:33","CFD新規","2025/12/17","1226","銀スポット","","","","","","","買","","日本円","","","","150","65.912","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/17 17:25:18","CFD新規","2025/12/17","1206","銀スポット","","","","","","","買","","日本円","","","","100","65.632","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/17 22:34:02","CFD新規","2025/12/17","1207","銀スポット","","","","","","","買","","日本円","","","","50","66.023","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/18 08:46:06","CFD新規","2025/12/18","1208","銀スポット","","","","","","","買","","日本円","","","","50","66.407","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1209","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.68","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-12210","-78.30","-14670","","","-14670","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1210","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.43","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-12015","-77.05","-14475","","","-14475","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1211","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.45","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-12030","-77.15","-14490","","","-14490","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1212","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.44","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-12022","-77.10","-14482","","","-14482","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1213","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.18","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-11820","-75.80","-14280","","","-14280","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1214","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4337.2","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","-11835","-75.90","-14295","","","-14295","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1215","金スポット","","","","","","","売","","日本円","","","","20","4322.02","155.940","0","0","4331.64","0","0","","","","","","","","","","","","-9840","0","","","","","","","","","-30002","-192.40","-39842","","","-39842","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1216","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4313.9","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","6331","40.60","3871","","","3871","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1217","金スポット","","","","","","","売","","日本円","","","","5","4322.02","155.940","0","0","4313.88","0","0","","","","","","","","","","","","-2460","0","","","","","","","","","6346","40.70","3886","","","3886","",""
"2025/12/18 21:07:00","CFD決済","2025/12/18","1218","金スポット","","","","","","","売","","日本円","","","","10","4322.02","155.940","0","0","4282.15","0","0","","","","","","","","","","","","-3970","0","","","","","","","","","62173","398.70","58203","","","58203","",""
"2025/12/18 23:43:52","CFDロスカット","2025/12/18","1219","銀スポット","","","","","","","売","","日本円","","","","50","64.815","155.820","0","0","66.407","0","0","","","","","","","","","","","","0","0","","","","","","","","","-124032","-796.00","-124032","","","-124032","",""
"2025/12/19 00:00:00","FXネオスワップ","2025/12/19","000160","EUR/JPY","","","","","","","買","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525","","525","","","525","",""
"2025/12/19 00:00:00","FXネオスワップ","2025/12/19","000161","EUR/JPY","","","","","","","買","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525","","525","","","525","",""
"2025/12/19 00:00:00","FXネオスワップ","2025/12/19","000162","EUR/JPY","","","","","","","買","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","525","","525","","","525","",""
"2025/12/19 04:19:54","CFD新規","2025/12/18","1168","銀スポット","","","","","","","買","","日本円","","","","100","65.319","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 04:24:52","証券振替出金（CFD口座へ）","2025/12/19","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4020000","",""
"2025/12/19 04:24:52","CFD振替入金（証券口座より）","2025/12/19","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4020000","",""
"2025/12/19 04:26:22","CFD新規","2025/12/18","1169","金スポット","","","","","","","買","","日本円","","","","50","4331.31","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 04:52:33","CFD新規","2025/12/18","1220","金スポット","","","","","","","買","","日本円","","","","25","4325.87","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 10:01:33","CFD新規","2025/12/19","1241","金スポット","","","","","","","買","","日本円","","","","25","4322.22","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 12:01:56","CFD決済","2025/12/19","1194","銀スポット","","","","","","","売","","日本円","","","","100","64.499","155.750","0","0","65.319","0","0","","","","","","","","","","","","-1500","0","","","","","","","","","-127715","-820.00","-129215","","","-129215","",""
"2025/12/19 12:01:56","CFD決済","2025/12/19","1191","銀スポット","","","","","","","売","","日本円","","","","150","64.499","155.750","0","0","65.912","0","0","","","","","","","","","","","","-9450","0","","","","","","","","","-330112","-2119.50","-339562","","","-339562","",""
"2025/12/19 12:01:56","CFD決済","2025/12/19","1192","銀スポット","","","","","","","売","","日本円","","","","100","64.499","155.750","0","0","65.632","0","0","","","","","","","","","","","","-6300","0","","","","","","","","","-176464","-1133.00","-182764","","","-182764","",""
"2025/12/19 12:01:56","CFD決済","2025/12/19","1193","銀スポット","","","","","","","売","","日本円","","","","50","64.499","155.750","0","0","66.023","0","0","","","","","","","","","","","","-3150","0","","","","","","","","","-118681","-762.00","-121831","","","-121831","",""
"2025/12/19 13:06:00","CFD新規","2025/12/19","1170","金スポット","","","","","","","買","","日本円","","","","5","4319.31","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 13:06:01","CFD新規","2025/12/19","1171","金スポット","","","","","","","買","","日本円","","","","5","4319.31","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 13:06:03","CFD新規","2025/12/19","1195","金スポット","","","","","","","買","","日本円","","","","5","4319.5","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 13:06:04","CFD新規","2025/12/19","1172","金スポット","","","","","","","買","","日本円","","","","5","4319.5","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 20:07:24","CFD新規","2025/12/19","1227","銀スポット","","","","","","","買","","日本円","","","","333","65.915","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","","","0","0.00","0","","","0","",""
"2025/12/19 20:13:27","FXネオ新規","2025/12/19","000028","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:28","FXネオ新規","2025/12/19","000029","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:28","FXネオ新規","2025/12/19","000030","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:29","FXネオ新規","2025/12/19","000031","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:30","FXネオ新規","2025/12/19","000032","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:30","FXネオ新規","2025/12/19","000033","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:31","FXネオ新規","2025/12/19","000034","USD/JPY","","","","","","","買","","日本円","","","","10000","157.332","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:31","FXネオ新規","2025/12/19","000035","USD/JPY","","","","","","","買","","日本円","","","","10000","157.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:32","FXネオ新規","2025/12/19","000036","USD/JPY","","","","","","","買","","日本円","","","","10000","157.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:13:33","FXネオ新規","2025/12/19","000037","USD/JPY","","","","","","","買","","日本円","","","","10000","157.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:14:58","FXネオ新規","2025/12/19","000058","USD/JPY","","","","","","","買","","日本円","","","","10000","157.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:14:59","FXネオ新規","2025/12/19","000059","USD/JPY","","","","","","","買","","日本円","","","","10000","157.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:14:59","FXネオ新規","2025/12/19","000060","USD/JPY","","","","","","","買","","日本円","","","","10000","157.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:00","FXネオ新規","2025/12/19","000061","USD/JPY","","","","","","","買","","日本円","","","","10000","157.356","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:00","FXネオ新規","2025/12/19","000062","USD/JPY","","","","","","","買","","日本円","","","","10000","157.366","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:01","FXネオ新規","2025/12/19","000063","USD/JPY","","","","","","","買","","日本円","","","","10000","157.367","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:01","FXネオ新規","2025/12/19","000064","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:02","FXネオ新規","2025/12/19","000065","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:02","FXネオ新規","2025/12/19","000066","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:02","FXネオ新規","2025/12/19","000067","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:03","FXネオ新規","2025/12/19","000068","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:03","FXネオ新規","2025/12/19","000069","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:04","FXネオ新規","2025/12/19","000070","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:04","FXネオ新規","2025/12/19","000071","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:05","FXネオ新規","2025/12/19","000072","USD/JPY","","","","","","","買","","日本円","","","","10000","157.367","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:05","FXネオ新規","2025/12/19","000073","USD/JPY","","","","","","","買","","日本円","","","","10000","157.366","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:06","FXネオ新規","2025/12/19","000074","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:06","FXネオ新規","2025/12/19","000075","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:07","FXネオ新規","2025/12/19","000076","USD/JPY","","","","","","","買","","日本円","","","","10000","157.368","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:07","FXネオ新規","2025/12/19","000077","USD/JPY","","","","","","","買","","日本円","","","","10000","157.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:15:08","FXネオ新規","2025/12/19","000078","USD/JPY","","","","","","","買","","日本円","","","","10000","157.379","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:16:33","CFD振替出金（証券口座へ）","2025/12/22","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1000000","",""
"2025/12/19 20:16:33","証券振替入金（CFD口座より）","2025/12/22","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","",""
"2025/12/19 20:16:41","証券振替出金（FXネオ口座へ）","2025/12/22","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1020000","",""
"2025/12/19 20:16:41","FXネオ振替入金（証券口座より）","2025/12/22","","","","","","","","","","","日本円","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020000","",""
"2025/12/19 20:16:54","FXネオ新規","2025/12/19","000121","USD/JPY","","","","","","","買","","日本円","","","","10000","157.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:16:54","FXネオ新規","2025/12/19","000122","USD/JPY","","","","","","","買","","日本円","","","","10000","157.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:16:55","FXネオ新規","2025/12/19","000123","USD/JPY","","","","","","","買","","日本円","","","","10000","157.330","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 20:16:55","FXネオ新規","2025/12/19","000124","USD/JPY","","","","","","","買","","日本円","","","","10000","157.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000039","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000041","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000043","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000045","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000047","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000049","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000051","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.332","","","","","","","","","","","","","","","","","","","","","","","","-3590","","-3590","","","-3590","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000053","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.331","","","","","","","","","","","","","","","","","","","","","","","","-3580","","-3580","","","-3580","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000102","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000104","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000106","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000108","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.367","","","","","","","","","","","","","","","","","","","","","","","","-3940","","-3940","","","-3940","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000110","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.366","","","","","","","","","","","","","","","","","","","","","","","","-3930","","-3930","","","-3930","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000112","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000114","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000116","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000118","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.372","","","","","","","","","","","","","","","","","","","","","","","","-3990","","-3990","","","-3990","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000120","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.379","","","","","","","","","","","","","","","","","","","","","","","","-4060","","-4060","","","-4060","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000126","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.331","","","","","","","","","","","","","","","","","","","","","","","","-3580","","-3580","","","-3580","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000128","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.331","","","","","","","","","","","","","","","","","","","","","","","","-3580","","-3580","","","-3580","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000130","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.356","","","","","","","","","","","","","","","","","","","","","","","","-3830","","-3830","","","-3830","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000132","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.356","","","","","","","","","","","","","","","","","","","","","","","","-3830","","-3830","","","-3830","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000134","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.356","","","","","","","","","","","","","","","","","","","","","","","","-3830","","-3830","","","-3830","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000136","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.356","","","","","","","","","","","","","","","","","","","","","","","","-3830","","-3830","","","-3830","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000138","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.366","","","","","","","","","","","","","","","","","","","","","","","","-3930","","-3930","","","-3930","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000140","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.367","","","","","","","","","","","","","","","","","","","","","","","","-3940","","-3940","","","-3940","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000142","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000144","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000146","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000148","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000150","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.368","","","","","","","","","","","","","","","","","","","","","","","","-3950","","-3950","","","-3950","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000152","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.329","","","","","","","","","","","","","","","","","","","","","","","","-3560","","-3560","","","-3560","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000154","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.329","","","","","","","","","","","","","","","","","","","","","","","","-3560","","-3560","","","-3560","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000156","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.330","","","","","","","","","","","","","","","","","","","","","","","","-3570","","-3570","","","-3570","",""
"2025/12/19 23:13:36","FXネオ決済","2025/12/19","000158","USD/JPY","","","","","","","売","","日本円","","","","10000","156.973","","","","157.329","","","","","","","","","","","","","","","","","","","","","","","","-3560","","-3560","","","-3560","",""
"2025/12/20 01:04:27","CFD決済","2025/12/19","1242","銀スポット","","","","","","","売","","日本円","","","","33","67.113","157.460","0","0","65.915","0","0","","","","","","","","","","","","0","0","","","","","","","","","62250","395.34","62250","","","62250","",""
"2025/12/20 01:04:31","CFD決済","2025/12/19","1243","銀スポット","","","","","","","売","","日本円","","","","50","67.08","157.460","0","0","65.915","0","0","","","","","","","","","","","","0","0","","","","","","","","","91720","582.50","91720","","","91720","",""
"2025/12/20 01:04:38","CFD決済","2025/12/19","1173","金スポット","","","","","","","売","","日本円","","","","20","4348.83","157.460","0","0","4331.31","0","0","","","","","","","","","","","","-1960","0","","","","","","","","","55173","350.40","53213","","","53213","",""
"2025/12/20 01:55:09","FXネオ新規","2025/12/19","000160","EUR/JPY","","","","","","","買","","日本円","","","","50000","184.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/20 01:55:10","FXネオ新規","2025/12/19","000161","EUR/JPY","","","","","","","買","","日本円","","","","50000","184.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/20 01:55:11","FXネオ新規","2025/12/19","000162","EUR/JPY","","","","","","","買","","日本円","","","","50000","184.486","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/22 10:30:02","FXネオ新規","2025/12/22","000170","EUR/JPY","","","","","","","買","","日本円","","","","150000","184.396","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","",""
"2025/12/22 10:32:23","CFD決済","2025/12/22","1261","銀スポット","","","","","","","売","","日本円","","","","50","68.046","157.570","0","0","65.915","0","0","","","","","","","","","","","","-700","0","","","","","","","","","167890","1065.50","167190","","","167190","",""
"2025/12/22 10:32:30","CFD決済","2025/12/22","1281","金スポット","","","","","","","売","","日本円","","","","10","4369.9","157.570","0","0","4331.31","0","0","","","","","","","","","","","","-1970","0","","","","","","","","","60806","385.90","58836","","","58836","",""
"2025/12/22 10:32:34","CFD決済","2025/12/22","1262","金スポット","","","","","","","売","","日本円","","","","10","4369.17","157.570","0","0","4331.31","0","0","","","","","","","","","","","","-1970","0","","","","","","","","","59656","378.60","57686","","","57686","",""
"2025/12/22 10:41:55","CFD決済","2025/12/22","1301","金スポット","","","","","","","売","","日本円","","","","10","4379.27","157.570","0","0","4331.31","0","0","","","","","","","","","","","","-1970","0","","","","","","","","","75570","479.60","73600","","","73600","",""
"2025/12/22 10:41:55","CFD決済","2025/12/22","1302","金スポット","","","","","","","売","","日本円","","","","10","4380.04","157.570","0","0","4325.87","0","0","","","","","","","","","","","","-1970","0","","","","","","","","","85355","541.70","83385","","","83385","",""
"2025/12/22 10:41:56","CFD決済","2025/12/22","1263","金スポット","","","","","","","売","","日本円","","","","10","4379.84","157.570","0","0","4325.87","0","0","","","","","","","","","","","","-1970","0","","","","","","","","","85040","539.70","83070","","","83070","",""
"2025/12/22 10:42:11","CFD決済","2025/12/22","1282","銀スポット","","","","","","","売","","日本円","","","","10","68.385","157.570","0","0","65.915","0","0","","","","","","","","","","","","-140","0","","","","","","","","","38919","247.00","38779","","","38779","",""
"2025/12/22 10:42:11","CFD決済","2025/12/22","1321","銀スポット","","","","","","","売","","日本円","","","","10","68.386","157.570","0","0","65.915","0","0","","","","","","","","","","","","-140","0","","","","","","","","","38935","247.10","38795","","","38795","",""
"2025/12/22 10:42:12","CFD決済","2025/12/22","1303","銀スポット","","","","","","","売","","日本円","","","","10","68.382","157.570","0","0","65.915","0","0","","","","","","","","","","","","-140","0","","","","","","","","","38872","246.70","38732","","","38732","",""
